asin,Component_1,Component_2,Component_3,Component_4,Component_5,bias
B00000023Z,-5.351944413778539,2.301026079437866,-6.868303125062336,-5.186317143079052,2.0897185744656595,1
B000000241,-4.655490410787349,2.251471072440027,-5.553827311589654,-4.23373537797295,2.096147138103883,1
B00000024B,-4.6554904107873485,2.251471072440025,-5.553827311589653,-4.233735377972951,2.0961471381038845,1
B00000024P,-6.2757342972941785,0.36827966284229585,-6.804232720913318,-5.875193340753494,-0.42098592576767685,1
B00000024N,-5.173263260950432,0.26656478514475446,-5.030776427519586,-4.67376157010835,-0.3773405874632513,1
B00000027R,-4.655490410787353,2.251471072440026,-5.553827311589655,-4.23373537797295,2.0961471381038836,1
B00000023I,-5.173263260950433,0.2665647851447545,-5.030776427519587,-4.673761570108351,-0.3773405874632505,1
B00000023B,-4.655490410787348,2.251471072440027,-5.553827311589653,-4.23373537797295,2.0961471381038836,1
B000000261,-4.655490410787349,2.2514710724400255,-5.553827311589653,-4.23373537797295,2.0961471381038823,1
B00000024J,-6.440378988069394,0.9100061550645122,-7.8370675306142195,-6.3202389873140215,-0.8273445413884893,1
B000000257,-4.655490410787351,2.251471072440026,-5.553827311589654,-4.23373537797295,2.0961471381038828,1
B00000026I,-6.440378988069394,0.9100061550645129,-7.837067530614216,-6.3202389873140215,-0.8273445413884897,1
B00000028M,-4.6554904107873485,2.251471072440025,-5.553827311589652,-4.233735377972951,2.0961471381038828,1
B000000275,-4.655490410787352,2.251471072440025,-5.553827311589653,-4.23373537797295,2.096147138103884,1
B0000002HZ,-4.655490410787352,2.251471072440025,-5.553827311589654,-4.233735377972952,2.096147138103883,1
B0000002IK,-4.65549041078735,2.2514710724400255,-5.553827311589654,-4.23373537797295,2.0961471381038828,1
B0000002KB,-4.6554904107873485,2.251471072440025,-5.553827311589653,-4.233735377972951,2.096147138103884,1
B0000002J9,-4.655490410787351,2.251471072440026,-5.553827311589653,-4.233735377972952,2.096147138103884,1
B0000002ME,-4.655490410787348,2.251471072440025,-5.553827311589654,-4.233735377972951,2.096147138103882,1
B0000002LZ,-5.614110820031625,1.276680726676498,-6.564143150940139,-5.086995494362426,1.017872591135434,1
B0000002O5,-4.655490410787349,2.251471072440025,-5.553827311589651,-4.23373537797295,2.096147138103884,1
B0000002VJ,6.725213836895974,0.20029539429537477,-3.25619585224241,1.458462866861561,6.733798443326241,1
B0000002VS,6.467724047189527,0.724060593535865,-3.906925784426633,1.449294038491181,7.203699406588932,1
B0000002W7,5.753049146086331,2.790273900257607,0.35601895584772036,-2.6633097635574985,-0.4273543073161758,1
B0000002WK,5.595783017772039,3.344589192304789,-1.97584571363009,1.570288392471275,0.36517454975855207,1
B0000002ZQ,6.070933738271147,3.66817697567462,0.47626710827906926,-1.9357858951244897,-0.35063959645229387,1
B0000002V5,7.496677732213128,-4.938935858432115,1.7691290783082745,0.6692888580553467,11.658198437461277,1
B00000030W,6.544143156080924,-4.297926741693332,1.675550267934964,0.6316488392656952,10.003670788457612,1
B0000002VC,4.358410436484009,3.447876638988587,-5.059238989399558,-0.22102926217932298,2.194090570151828,1
B0000002JR,-4.655490410787349,2.251471072440027,-5.553827311589652,-4.233735377972949,2.096147138103884,1
B0000002YU,6.827942463040038,2.2051559294942122,-2.894919323479917,2.0920732622144667,2.2389941571413026,1
B0000002Y1,6.848335143568773,3.2047203003549245,-3.5711278528080044,1.9757261783499465,2.647616955292077,1
B000000346,0.44039966535735814,3.9483871653831346,0.8924854077504989,-2.15784291787469,0.7611295430806343,1
B000000338,-0.07601150026312609,4.577694415149434,4.082412667315815,0.32515369616025075,1.0257973001674252,1
B0000003E5,-1.587918536751176,4.152421599233167,1.9353074666067733,-1.8651083462703346,-0.4269803658307091,1
B0000003KH,-4.846348865964504,-0.08953365037867625,0.5602772326601768,-3.022996919628786,-1.2301814104315378,1
B0000003JZ,-3.5104998641495833,3.3732274365640307,-1.8084208270652489,-0.3494226286531566,2.55312758688233,1
B0000003JD,-3.510499864149583,3.3732274365640302,-1.8084208270652489,-0.34942262865315615,2.553127586882329,1
B0000003JR,-4.551798194792792,1.6679384710528848,-2.1115800597031793,-0.09086355296059774,-1.2315756680892003,1
B0000003MB,-5.1733223303648925,1.5449356607510536,-4.319127156015508,-5.241276788862487,0.2186877019011593,1
B0000003F6,-5.7896284255465105,1.0734062351699871,-4.752245475101011,-5.9658615429619575,-1.260966027161327,1
B0000003JV,-6.201967245149747,0.32661826910418,-7.124876141873297,-0.9824734749942065,1.5398530907527526,1
B0000003JN,0.4461522333530774,3.438875091260444,0.4543835252315533,0.9123316847439882,0.45584682410328764,1
B0000003T4,-0.15556466445496145,4.520847815112332,-1.0970651706492052,-1.3991508420795502,2.7351271417996497,1
B0000003TK,-1.6913824354272777,4.685779985542773,-1.6201892985720108,-0.9752209140803868,3.299999042092033,1
B0000003KJ,-3.5104998641495855,3.3732274365640307,-1.8084208270652484,-0.3494226286531566,2.553127586882329,1
B0000003S0,-5.67410605330599,2.171176753944591,-6.49202021194433,-5.212941501115288,1.7116082082536601,1
B0000003RR,-0.15556466445496148,4.520847815112333,-1.097065170649205,-1.3991508420795515,2.7351271417996497,1
B0000003WK,-0.9784311300582546,5.472574004036103,-2.6264784977560467,-2.1368493534262347,3.0961176752531934,1
B0000003RV,-0.0667296115636647,4.046918727984763,-0.6548597871259895,-1.4426451721908944,1.8928420354176563,1
B0000004C7,6.070933738271146,3.6681769756746196,0.47626710827906815,-1.9357858951244908,-0.35063959645229387,1
B0000004NF,6.334939544299272,-4.860952680936937,-0.9218053350852953,1.2323125866266484,-0.7470824225018572,1
B0000004BK,6.056653802077774,2.0946708693889025,-2.320282198536877,1.8130436274720143,1.2133624789617554,1
B0000004QQ,-1.3359027538211303,4.16717158860224,0.2205810172731387,2.5954898680673204,-0.7468720994839779,1
B0000004UU,10.889598665343451,0.49081097962280723,-5.066996552889281,2.6660801314510607,-0.08126491088244221,1
B0000004X3,0.4582631028729919,-0.736656525879669,-2.1822447406880556,6.843281963731371,-4.653215669981251,1
B0000004VW,6.681157781689328,1.4372749418185413,-3.1984360640425633,0.8266919630310889,0.49144556353395347,1
B0000004VK,6.239618625458266,2.7607763802483376,-3.184108204197146,-0.15062629997575377,1.2597543049642626,1
B0000004XH,5.877763818801051,1.0333445587443668,-4.091687887158203,1.3755447613651453,7.163593355540183,1
B0000004UM,3.833329234585022,-7.198471408979563,-1.1387995601991316,-1.4190214703236002,-2.8176587890869693,1
B0000004UO,2.0509738863932605,-6.6405210763922655,-3.242867804245051,-0.571120080214417,-6.153195250440261,1
B0000004VN,6.239618625458266,2.760776380248338,-3.184108204197146,-0.15062629997575466,1.2597543049642626,1
B0000004TW,-1.6410759243757682,-2.4334417198334166,4.179757210803166,3.3998843070838287,5.189523068971446,1
B00000050R,10.889598665343451,0.4908109796228073,-5.0669965528892815,2.6660801314510625,-0.08126491088244145,1
B0000004X1,3.8333292345850216,-7.198471408979562,-1.1387995601991323,-1.4190214703236002,-2.8176587890869706,1
B0000004YH,8.826110258217499,-2.308378775926202,-3.4902692612205075,2.30955479537144,-1.7909873451434655,1
B000000509,3.484806841454903,-6.855059402053636,-1.6987981352540047,-1.0427921852646285,-2.276466966454756,1
B00000051K,0.6931914382690895,-6.456794325395731,-3.135166677424443,-0.9953742612663752,-4.645058766707887,1
B00000050T,7.301564860716621,0.99081742666173,-3.114564451485526,1.7586363412347585,-0.7895758435687129,1
B00000050N,8.485274357083892,-5.540560926366774,-1.9705522683965755,1.9538649800308083,-2.150485789693013,1
B00000052P,0.6931914382690902,-6.456794325395731,-3.1351666774244435,-0.9953742612663752,-4.64505876670789,1
B00000051G,5.379781008545744,-2.8087821143272045,-3.017340464499573,0.20133046949972638,-3.4580031763747665,1
B000000548,7.418411515629126,-3.3719126987212267,-2.0143019772806356,0.6402741266558313,-1.3940040219146788,1
B000000518,7.802141135459881,-0.420477085169853,-2.294775138233619,0.754362987257102,0.08713312126596157,1
B0000004ZO,10.200841334530272,0.4747460970098315,-4.662030229222192,2.523155794626315,-0.03243657535643486,1
B00000052Y,3.4848068414549043,-6.855059402053634,-1.6987981352540045,-1.0427921852646276,-2.276466966454755,1
B00000053Q,10.200841334530276,0.47474609700983184,-4.662030229222189,2.523155794626315,-0.03243657535643486,1
B00000053Y,1.7225907552474817,1.7277412669340009,1.438253537788833,-0.3247631979134014,2.6147248629018867,1
B00000054J,0.6931914382690874,-6.456794325395728,-3.135166677424444,-0.9953742612663743,-4.64505876670789,1
B00000053B,6.113692430143594,1.2076693409048491,-1.9419785999107273,1.3752409675592405,-0.12275721926811983,1
B0000004YX,8.945681206574708,-1.068986770786479,-5.410957326613836,1.7395877703651295,-0.9786461497044071,1
B000000545,0.6931914382690911,-6.456794325395727,-3.1351666774244427,-0.9953742612663752,-4.645058766707889,1
B00000054H,3.4848068414549047,-6.855059402053635,-1.6987981352540042,-1.0427921852646276,-2.2764669664547554,1
B00000051V,7.0627381198977455,3.0071105904037108,-2.9847317555340425,2.3940779113220128,3.2328160335919374,1
B00000053X,1.722590755247479,1.727741266934,1.4382535377888317,-0.32476319791340164,2.6147248629018867,1
B000000559,10.200841334530276,0.47474609700983167,-4.662030229222189,2.5231557946263146,-0.032436575356435626,1
B000000534,0.6931914382690877,-6.45679432539573,-3.1351666774244427,-0.9953742612663752,-4.645058766707891,1
B00000054A,0.6931914382690901,-6.45679432539573,-3.135166677424442,-0.9953742612663752,-4.645058766707891,1
B00000053G,10.200841334530274,0.4747460970098322,-4.662030229222189,2.5231557946263155,-0.032436575356435626,1
B00000055E,8.94568120657471,-1.0689867707864786,-5.410957326613836,1.7395877703651286,-0.9786461497044079,1
B0000004YB,10.889598665343451,0.49081097962280773,-5.066996552889281,2.6660801314510634,-0.08126491088244145,1
B00000055F,5.847585578514756,-3.096721990843036,-3.3703970369543996,0.17465011638010994,-3.8463573743731,1
B000000536,5.379781008545742,-2.8087821143272045,-3.0173404644995734,0.20133046949972594,-3.4580031763747683,1
B000000541,5.847660042259483,-3.096784351661711,-3.370493720323507,0.17465564403450942,-3.8465158717846566,1
B0000005GB,-3.622408271114926,3.602299282425958,-4.0816140532511325,-3.482309312819207,2.4403586113672078,1
B000000504,0.6931914382690887,-6.456794325395731,-3.1351666774244435,-0.9953742612663752,-4.64505876670789,1
B00000052I,5.379781008545746,-2.808782114327205,-3.0173404644995725,0.20133046949972594,-3.4580031763747674,1
B00000051I,5.379781008545747,-2.808782114327206,-3.0173404644995725,0.20133046949972683,-3.4580031763747665,1
B000000572,5.379781008545742,-2.8087821143272036,-3.0173404644995734,0.20133046949972552,-3.4580031763747674,1
B00000050J,5.424568950951882,3.351585807123313,0.8549615561830893,-1.0843301915583656,-1.2415539709401155,1
B00000050H,7.9541744895686115,-3.3412624411293286,-3.048335696037615,0.8092750952521531,-2.625314063282478,1
B0000005PA,6.781847208148345,1.9923395038959746,-3.47166255378196,2.179744250329701,3.1140712326671576,1
B0000005PK,6.710288804916415,1.7078794651291878,-3.6978531261884258,1.7594711693359082,5.671910074000584,1
B0000005P2,-5.447492176786933,1.4682315956493086,-7.669008318648405,-1.5451878346128194,-0.17824788637079467,1
B0000005S3,-6.273636822854115,0.6135292975597197,-7.981223126337878,-5.036910072786257,-0.890777488545217,1
B0000005OO,-3.0577352181642423,-0.49209733944793244,-2.0885738946157484,-2.158012413237709,2.724558019643408,1
B0000005S0,-3.730143071270862,2.9916294280694284,-1.4469623742676099,0.4086145744010369,1.9465550338235509,1
B0000005XM,-4.845667176716498,-2.1712825041750645,-0.7617564965405679,-2.5373512081295506,3.632555000178738,1
B0000005X6,-2.8600399945178028,-2.5780598817152285,-0.6406286571146873,-0.7763471865280002,2.553072206406273,1
B0000005X7,-2.860039994517803,-2.5780598817152285,-0.6406286571146869,-0.7763471865280006,2.5530722064062736,1
B0000005WT,-7.019798354269062,-2.673391130270191,-0.12205816790248124,-2.7606277390721967,3.402457830443304,1
B00000063K,-5.239747289709286,3.153154330194891,-2.251538665920164,-0.8006668304915855,1.8829749498247847,1
B00000063H,2.2372868559767403,4.24841012497271,8.720232702673567,-0.8312625442306577,-5.082978408037033,1
B00000064E,-5.780458029259388,3.6385367498092873,-3.80232340978085,-1.5650291006471597,1.9049169484048396,1
B00000064F,-4.4452618335572796,2.429166876508078,-1.5470189429180108,-1.2652154734214303,-0.021780815479771592,1
B00000064G,-5.460075201543565,3.441235511959423,-2.1288504715824095,-0.9296772675747624,1.1811526997091366,1
B0000006E3,3.5099839947353155,8.280022722695639,7.287566624818345,-4.5253501361707835,-2.7612629307141154,1
B0000006P9,2.9800433255664425,5.5203463451214105,10.109607575731253,-1.895574682762281,-5.183714207769908,1
B0000006QO,2.090590176818234,3.231696528931416,6.56321451531923,-4.436554044950589,-2.072643649409738,1
B0000007SV,-2.211274165412622,3.185363271615995,2.0166180480928704,4.145101078109051,1.8428981403731566,1
B0000008OF,3.1981846792914683,2.7272361653172497,-1.0591725615724485,1.949158102980301,-0.01718767160966706,1
B0000008SX,4.041859803042558,0.09083365010797123,-1.2024890419022851,0.7804753756780417,0.2772088599545792,1
B000000946,-1.8629486526627692,4.856123226993391,-0.655697319101575,1.3198777022593249,0.328008636078282,1
B0000008ZY,-0.49973063880717583,6.680930310865467,-0.18401424363387958,0.14001766555668343,0.274385983231607,1
B0000009AC,-2.1072090844874856,3.684834194988524,-1.4791062773726606,-3.2417348477956054,2.7551176886901176,1
B0000009AN,-3.7601735099010987,-1.5407113311161305,0.4358624082364369,-2.0974785762875636,-2.3177875247409707,1
B0000009OU,-4.228310949281289,3.8124940602014807,-0.4534018839220328,1.6553323044690071,2.331703718852464,1
B0000009QN,-5.473277807131928,-2.3894827278609445,0.8229289851631185,-2.371738991269158,-3.081081534480597,1
B0000009QM,-5.473277807131931,-2.389482727860944,0.8229289851631181,-2.371738991269157,-3.081081534480597,1
B0000009QY,-6.121172698898375,-2.7258130239208067,0.8219402296877957,-2.7848009321236455,-3.5525119262493705,1
B0000009R2,3.00591745288559,-1.688106306297067,2.9426747265213664,2.571208277383774,2.783320239863329,1
B0000009QO,-5.473277807131931,-2.389482727860944,0.8229289851631183,-2.371738991269157,-3.081081534480597,1
B0000009UX,-3.0874640841690093,4.122955426326748,-0.4654092169905282,1.404791445027801,1.4594225188456116,1
B0000009UZ,-4.594413067729949,0.3848711899115302,1.7320374072801952,4.298677836999576,5.5534888057579606,1
B0000009UW,-3.9557920688043047,4.697916258636797,-0.5850859292283569,2.241783514858403,1.8133184111952625,1
B0000009WH,-4.141937062222332,5.932873464519867,-0.9478722117238737,4.531104813976822,-0.10507466177080155,1
B0000009UL,-9.27080947905339,-3.4537703316044186,3.5089712859027182,-1.8602745815531003,0.011500519016029949,1
B0000009V1,-6.3211600541783435,0.641034248437017,1.2248329454044307,3.833494935209978,5.507822200966316,1
B0000009UT,-4.80544564806609,3.3915784892360894,-0.7393306545325515,1.6529107329027999,2.3531749776893403,1
B0000009XZ,6.370392594363376,1.3780355902908854,-4.519884534614543,1.5314860048343981,7.177809199450537,1
B0000009YA,6.586124965139632,2.4807192832089746,-5.356812936371117,1.4534859747842614,7.036316304143401,1
B0000009YB,5.1669190697488085,2.037773204309024,-5.451822182144465,1.1050880903935307,7.566886996199073,1
B0000009QT,-0.7447535870605785,2.802465244788145,-1.7726175102801667,-0.46796626845876405,3.025808897282495,1
B000000A10,6.254636991204506,0.17185465709181458,-2.9647657818237936,1.3819074944667344,6.278931778568436,1
B000000A42,-3.7601735099010964,-1.54071133111613,0.4358624082364371,-2.0974785762875627,-2.31778752474097,1
B000000A0X,5.123177804021316,0.45858801468894433,-3.208241395046431,1.2154020147534677,6.9232625343098,1
B000000A0L,5.123177804021315,0.45858801468894506,-3.208241395046429,1.2154020147534672,6.923262534309802,1
B000000A1K,6.247852915316892,1.2047602895077978,-4.5650038294300925,1.4335182958818173,7.577268122077951,1
B000000BE3,-6.864265306494946,-5.73075662282456,4.322208546355871,3.7335334989667768,-2.561923987125716,1
B000000BTN,5.080446705914198,2.339661781692159,-0.8050729703220074,0.7351826292001825,-0.28524765145845593,1
B000000CGZ,8.64892775157616,-2.2652334660564937,-4.560994858979633,1.521578738526169,-1.8428390318137475,1
B000000CMP,4.530656664112217,-0.15540752941387925,-0.2691491037784112,0.24348040580773064,0.9726949445351967,1
B000000CYO,0.6693909833978047,2.4764970005533504,-5.1218353133766215,0.3055692946185367,5.270384906937003,1
B000000DAY,-4.692548558445622,1.976114740527576,-3.046675663774975,-0.9493601429738313,-1.1457810610470422,1
B000000DAO,-4.391070635086635,1.8468378223730706,-2.7892098537951684,-0.826526701663228,-1.0352894381151654,1
B000000D4B,-4.975412509479282,1.0545085694008327,-7.01039191074285,-0.7773719838243378,-0.14085436830537654,1
B000000DB4,-5.094093093988924,2.586010520643018,-8.130076598203877,-2.7462362571799783,-2.668739226610083,1
B000000DBM,4.167299972388977,2.848840140692418,-1.6111291166555022,2.074111870191746,-0.010549011281641194,1
B000000D1V,-6.053188132661924,1.4900983656676523,-5.338312027297566,-6.2079485398499274,-0.6778995205173795,1
B000000D7C,-5.45052956932305,2.761082890388646,-8.801910276144621,-3.0467544058759395,-2.8867270680420853,1
B000000DAW,-4.515663341249021,1.9002014343086815,-2.8954607132136685,-0.8772848586845429,-1.080828551282286,1
B000000DAQ,-4.391070635086633,1.846837822373071,-2.789209853795167,-0.8265267016632282,-1.0352894381151654,1
B000000DH2,-1.4447035745000418,4.200494591968433,-1.3043441116316088,-1.343581290186393,2.452105323618443,1
B000000DAS,-4.516007074397873,1.9004302719996702,-2.8959612922250693,-0.8774553773563865,-1.0810982776651312,1
B000000D7E,-5.450529569323052,2.761082890388647,-8.801910276144625,-3.0467544058759404,-2.8867270680420853,1
B000000EBH,7.786210266357646,-5.143638645765954,1.812193235372412,0.6783237285753431,12.172320983337736,1
B000000EB9,-5.019014600311879,2.4399846128271876,-6.110544460043918,-4.663692397097986,2.2203207007890997,1
B000000ECP,-4.427495890786546,4.517337740205565,-1.1800689750337783,-0.5185743652387513,1.8805075459209453,1
B000000EDW,-0.15556466445496175,4.520847815112334,-1.0970651706492054,-1.3991508420795506,2.7351271417996488,1
B000000EE2,-0.15556466445496026,4.520847815112334,-1.097065170649205,-1.399150842079551,2.7351271417996497,1
B000000EE4,-0.15556466445496153,4.520847815112333,-1.0970651706492056,-1.399150842079551,2.735127141799649,1
B000000EGO,-3.4010864773786684,4.3357781152842705,-3.409039012577767,-2.9643416137204692,2.9498582931667894,1
B000000EF8,-3.303136059359321,5.134839045761913,-3.090945224481764,-1.261314849284351,2.500935083767222,1
B000000EGI,-5.019014600311878,2.439984612827187,-6.110544460043918,-4.663692397097985,2.2203207007891,1
B000000ECX,-4.427495890786542,4.5173377402055666,-1.180068975033777,-0.5185743652387504,1.880507545920945,1
B000000EFC,-4.975412509479281,1.0545085694008323,-7.010391910742848,-0.7773719838243368,-0.14085436830537806,1
B000000EJX,6.7158551665603765,-4.416172050933776,1.6954117815647978,0.6400723736517362,10.329172788470292,1
B000000EK3,-4.275738130882066,4.980809443521856,-2.678222236932088,-0.9248895702293443,2.66953254031697,1
B000000EKW,-4.427495890786544,4.517337740205566,-1.1800689750337774,-0.5185743652387509,1.8805075459209453,1
B000000EN4,-3.3897346114075333,5.062722675313867,-3.7757592316798867,-3.1261061151115057,3.0042681730072336,1
B000000EMD,-5.397455239809069,2.317506479894741,-6.87500066746439,-5.430031939757382,1.7737183695798127,1
B000000EK0,-5.0190146003118805,2.4399846128271885,-6.110544460043917,-4.663692397097982,2.2203207007891006,1
B000000EMI,-2.8075916240279057,4.361936445568991,-3.6618321783370233,-3.254707401629504,2.9965720583370747,1
B000000EKM,-4.15709734061584,3.828040364031432,-1.442746670598035,-0.32932585352164373,2.0575717292625337,1
B000000EO1,-5.3974552398090685,2.3175064798947402,-6.875000667464394,-5.430031939757384,1.7737183695798138,1
B000000EVY,-3.59974791105611,3.323719787277472,-2.828617972413186,-3.6368133704058,2.3342952583926864,1
B000000EXB,-3.5538177056854665,1.2563478008879343,-2.4115132689315497,-2.9223059233436137,1.4150367921211922,1
B000000EZ6,-4.655490410787349,2.2514710724400255,-5.553827311589652,-4.233735377972951,2.096147138103883,1
B000000EG6,-6.168241232538094,1.3221464655361106,-9.409166284282504,-2.8803540797909357,-0.4009185356420083,1
B000000EYL,-4.655490410787351,2.251471072440025,-5.553827311589654,-4.233735377972951,2.096147138103883,1
B000000EYS,-5.173263260950431,0.2665647851447543,-5.030776427519585,-4.67376157010835,-0.3773405874632513,1
B000000EW1,-2.3741606876364374,5.212124123706255,-3.9046414386801698,-3.6128088244447625,3.100882814635926,1
B000000EYE,-3.6224082711149266,3.60229928242596,-4.081614053251132,-3.482309312819207,2.440358611367207,1
B000000EXO,-3.7220621505059817,4.648947352649607,-3.4644867347661137,-2.9096239446921333,2.706771220582168,1
B000000EZ3,-5.397455239809068,2.317506479894741,-6.87500066746439,-5.430031939757381,1.7737183695798129,1
B000000EYT,-5.3974552398090685,2.31750647989474,-6.875000667464391,-5.4300319397573835,1.7737183695798122,1
B000000EUU,-2.860039994517802,-2.578059881715227,-0.6406286571146869,-0.7763471865280002,2.553072206406273,1
B000000EZ2,-5.0296006507225774,2.446763552298719,-6.143229124107973,-4.688581089737703,2.2301533865452807,1
B000000EYP,-5.397455239809068,2.3175064798947416,-6.875000667464391,-5.430031939757383,1.7737183695798127,1
B000000F1Z,-5.019014600311878,2.4399846128271885,-6.110544460043918,-4.663692397097986,2.2203207007891006,1
B000000EYY,-5.173263260950434,0.26656478514475446,-5.030776427519587,-4.6737615701083515,-0.37734058746325166,1
B000000EZN,-5.173263260950434,0.2665647851447546,-5.030776427519588,-4.673761570108352,-0.3773405874632513,1
B000000EZQ,-4.655490410787352,2.2514710724400255,-5.553827311589652,-4.23373537797295,2.0961471381038828,1
B000000EZ8,-4.655490410787349,2.251471072440025,-5.553827311589652,-4.233735377972951,2.096147138103882,1
B000000F22,-5.173263260950432,0.26656478514475446,-5.030776427519587,-4.673761570108352,-0.37734058746325166,1
B000000F3F,-4.655490410787349,2.251471072440025,-5.553827311589653,-4.233735377972951,2.0961471381038828,1
B000000EYV,-5.397455239809068,2.3175064798947402,-6.875000667464392,-5.430031939757383,1.7737183695798118,1
B000000F2U,-4.655490410787349,2.2514710724400246,-5.553827311589654,-4.23373537797295,2.0961471381038828,1
B000000F3S,-5.846841254322155,0.3382862779490329,-6.239550780778513,-5.381501565368232,-0.35063211602946653,1
B000000F06,-4.655490410787351,2.2514710724400255,-5.553827311589652,-4.23373537797295,2.096147138103883,1
B000000EZI,-5.397455239809066,2.317506479894741,-6.87500066746439,-5.43003193975738,1.773718369579811,1
B000000F5C,-4.655490410787353,2.251471072440025,-5.553827311589655,-4.233735377972951,2.096147138103884,1
B000000END,-4.975412509479282,1.0545085694008318,-7.010391910742847,-0.7773719838243371,-0.14085436830537768,1
B000000F1S,-4.655490410787349,2.251471072440027,-5.553827311589653,-4.233735377972949,2.0961471381038845,1
B000000F52,-4.655490410787352,2.2514710724400246,-5.553827311589653,-4.233735377972951,2.096147138103884,1
B000000F2A,-4.655490410787351,2.251471072440025,-5.553827311589655,-4.233735377972952,2.096147138103883,1
B000000F0R,-4.279969915709243,4.851579854000411,-4.585342550314864,-3.9637777045252354,3.181395364764367,1
B000000F5M,-4.655490410787349,2.2514710724400255,-5.553827311589652,-4.233735377972951,2.0961471381038836,1
B000000F5A,-5.1732632609504305,0.26656478514475435,-5.030776427519586,-4.673761570108351,-0.3773405874632513,1
B000000EMO,-5.39745523980907,2.3175064798947402,-6.875000667464393,-5.430031939757384,1.7737183695798127,1
B000000F8V,-3.868226992831819,-3.547906581021107,-0.7609324583449192,-2.3793202989620728,3.7085049503201666,1
B000000F2Q,-3.9767163942131813,2.111320476326185,-4.266421106999897,-3.5087322403435586,2.0726691101850974,1
B000000F4I,-5.173263260950429,0.2665647851447554,-5.030776427519585,-4.67376157010835,-0.37734058746325166,1
B000000F99,-3.6740940963958137,-3.162534504944776,-0.8826877093436292,-2.1752023848064073,3.3957227452829097,1
B000000F8I,-3.6740940963958137,-3.162534504944776,-0.8826877093436294,-2.1752023848064073,3.3957227452829097,1
B000000EYM,-5.397455239809066,2.31750647989474,-6.87500066746439,-5.430031939757383,1.7737183695798127,1
B000000FG5,6.334939544299265,-4.860952680936936,-0.9218053350852947,1.2323125866266493,-0.7470824225018564,1
B000000FWG,9.319556177092595,-1.9558280208875416,-2.740803937548592,0.7320651170532861,-0.8589071442380145,1
B000000FWL,6.003874992386456,-7.2748367706187675,-0.017113659224646572,-0.2831347937659247,0.3319604481645834,1
B000000G00,4.041493102285783,3.482167983503053,-0.1527448926782017,1.6552045110916673,-0.398535254768554,1
B000000FX6,10.282763176818587,-2.2104652771832245,-3.14968536858592,0.7589779161079485,-1.0220413071390875,1
B000000FYX,7.218084881060077,0.2602808434182465,0.2519555720890245,0.7754981644592672,-1.9898578715416104,1
B000000FX9,7.975829258080726,-2.5710693272754352,-1.757946324546175,0.6892340909366005,0.04188494351356274,1
B000000FXT,9.319556177092593,-1.9558280208875407,-2.7408039375485926,0.7320651170532858,-0.8589071442380137,1
B000000FXR,9.319556177092595,-1.9558280208875398,-2.7408039375485913,0.7320651170532863,-0.858907144238013,1
B000000GBG,5.452262357352078,5.392912504566501,-0.6494548197434961,-2.1710695979764827,-1.0031423207664014,1
B000000HHU,0.6931914382690879,-6.456794325395732,-3.135166677424443,-0.9953742612663752,-4.645058766707889,1
B000000HHI,4.666328543084807,-4.762778216186239,-0.9438185823797979,-0.11971534350477737,-0.16351044040594173,1
B000000HJO,0.6931914382690927,-6.456794325395728,-3.135166677424442,-0.9953742612663743,-4.645058766707891,1
