asin,Component_1,Component_2,Component_3,bias
B00000053Q,10.200841334530285,0.474746097009825,-4.662030229222196,1
B00000053Y,1.7225907552474857,1.727741266934002,1.4382535377888293,1
B00000054J,0.6931914382690808,-6.4567943253957365,-3.135166677424433,1
B00000053B,6.113692430143599,1.2076693409048476,-1.9419785999107329,1
B0000004YX,8.945681206574715,-1.0689867707864869,-5.410957326613838,1
B000000545,0.6931914382690808,-6.4567943253957365,-3.1351666774244324,1
B00000054H,3.4848068414549,-6.855059402053641,-1.698798135253994,1
B00000051V,7.062738119897763,3.0071105904037094,-2.9847317555340496,1
B00000053X,1.722590755247486,1.7277412669340027,1.4382535377888293,1
B000000559,10.200841334530287,0.47474609700982506,-4.6620302292221965,1
B000000534,0.6931914382690815,-6.456794325395737,-3.135166677424431,1
B00000054A,0.6931914382690808,-6.456794325395736,-3.135166677424431,1
B00000053G,10.200841334530281,0.4747460970098254,-4.662030229222198,1
B00000055E,8.945681206574713,-1.0689867707864864,-5.410957326613836,1
B0000004YB,10.889598665343463,0.4908109796228023,-5.066996552889284,1
B00000055F,5.847585578514756,-3.0967219908430454,-3.370397036954396,1
B000000536,5.379781008545745,-2.8087821143272107,-3.0173404644995676,1
B000000541,5.847660042259482,-3.096784351661719,-3.370493720323501,1
B0000005GB,-3.622408271114932,3.602299282425964,-4.081614053251111,1
B000000504,0.6931914382690815,-6.4567943253957365,-3.135166677424432,1
B00000052I,5.379781008545745,-2.8087821143272107,-3.017340464499568,1
B00000051I,5.379781008545747,-2.8087821143272103,-3.0173404644995685,1
B000000572,5.379781008545745,-2.8087821143272116,-3.0173404644995676,1
B00000050J,5.424568950951892,3.351585807123312,0.8549615561830904,1
B00000050H,7.954174489568619,-3.3412624411293357,-3.0483356960376167,1
B0000005PA,6.781847208148354,1.9923395038959724,-3.471662553781968,1
B0000005PK,6.710288804916426,1.7078794651291886,-3.697853126188428,1
B0000005P2,-5.447492176786949,1.4682315956493068,-7.669008318648381,1
B0000005S3,-6.273636822854127,0.6135292975597209,-7.981223126337837,1
B0000005OO,-3.0577352181642468,-0.49209733944793266,-2.0885738946157377,1
B0000005S0,-3.730143071270865,2.991629428069435,-1.4469623742676063,1
B0000005XM,-4.845667176716505,-2.1712825041750645,-0.7617564965405578,1
B0000005X6,-2.8600399945178085,-2.578059881715229,-0.6406286571146846,1
B0000005X7,-2.8600399945178085,-2.578059881715228,-0.6406286571146846,1
B0000005WT,-7.019798354269069,-2.673391130270189,-0.12205816790246882,1
B00000063K,-5.239747289709289,3.1531543301948957,-2.2515386659201555,1
B00000063H,2.2372868559767465,4.248410124972713,8.720232702673549,1
B00000064E,-5.780458029259396,3.6385367498092953,-3.8023234097808345,1
B00000064F,-4.445261833557287,2.4291668765080807,-1.5470189429180015,1
B00000064G,-5.460075201543572,3.4412355119594267,-2.128850471582399,1
B0000006E3,3.509983994735332,8.280022722695644,7.287566624818353,1
B0000006P9,2.980043325566453,5.520346345121416,10.109607575731246,1
B0000006QO,2.0905901768182424,3.231696528931418,6.563214515319238,1
B0000007SV,-2.211274165412619,3.185363271615998,2.0166180480928473,1
B0000008OF,3.1981846792914754,2.7272361653172474,-1.059172561572458,1
B0000008SX,4.041859803042564,0.09083365010797129,-1.2024890419022904,1
B000000946,-1.8629486526627677,4.856123226993399,-0.6556973191015799,1
B0000008ZY,-0.4997306388071708,6.680930310865475,-0.18401424363387955,1
B0000009AC,-2.107209084487486,3.6848341949885293,-1.4791062773726444,1
B0000009AN,-3.760173509901105,-1.5407113311161291,0.43586240823644334,1
B0000009OU,-4.228310949281291,3.8124940602014825,-0.45340188392204134,1
B0000009QN,-5.473277807131938,-2.3894827278609436,0.8229289851631302,1
B0000009QM,-5.473277807131938,-2.389482727860943,0.8229289851631302,1
B0000009QY,-6.1211726988983886,-2.7258130239208045,0.8219402296878098,1
B0000009R2,3.005917452885597,-1.6881063062970683,2.942674726521351,1
B0000009QO,-5.473277807131938,-2.389482727860943,0.8229289851631311,1
B0000009UX,-3.087464084169009,4.122955426326752,-0.4654092169905336,1
B0000009UZ,-4.594413067729952,0.3848711899115318,1.7320374072801696,1
B0000009UW,-3.955792068804305,4.697916258636798,-0.5850859292283639,1
B0000009WH,-4.141937062222331,5.932873464519867,-0.9478722117238955,1
B0000009UL,-9.2708094790534,-3.4537703316044173,3.508971285902728,1
B0000009V1,-6.321160054178346,0.6410342484370187,1.2248329454044107,1
B0000009UT,-4.805445648066093,3.391578489236092,-0.7393306545325578,1
B0000009XZ,6.370392594363385,1.3780355902908867,-4.519884534614542,1
B0000009YA,6.5861249651396445,2.4807192832089755,-5.356812936371118,1
B0000009YB,5.166919069748818,2.0377732043090253,-5.4518221821444595,1
B0000009QT,-0.7447535870605769,2.802465244788147,-1.7726175102801645,1
B000000A10,6.254636991204515,0.17185465709181488,-2.964765781823797,1
B000000A42,-3.7601735099011058,-1.540711331116129,0.4358624082364438,1
B000000A0X,5.123177804021326,0.4585880146889457,-3.2082413950464304,1
B000000A0L,5.123177804021326,0.45858801468894567,-3.20824139504643,1
B000000A1K,6.247852915316902,1.2047602895077993,-4.565003829430091,1
B000000BE3,-6.864265306494961,-5.730756622824569,4.322208546355847,1
B000000BTN,5.080446705914205,2.3396617816921577,-0.8050729703220104,1
B000000CGZ,8.648927751576162,-2.265233466056503,-4.560994858979635,1
B000000CMP,4.530656664112222,-0.15540752941387895,-0.2691491037784122,1
B000000CYO,0.669390983397806,2.4764970005533535,-5.121835313376615,1
B000000DAY,-4.692548558445627,1.9761147405275814,-3.04667566377496,1
B000000DAO,-4.391070635086643,1.8468378223730744,-2.789209853795157,1
B000000D4B,-4.97541250947929,1.0545085694008327,-7.010391910742833,1
B000000DB4,-5.094093093988936,2.5860105206430206,-8.130076598203848,1
B000000DBM,4.167299972388985,2.8488401406924186,-1.61112911665551,1
B000000D1V,-6.053188132661933,1.4900983656676576,-5.338312027297531,1
B000000D7C,-5.450529569323068,2.7610828903886495,-8.80191027614459,1
B000000DAW,-4.515663341249027,1.900201434308686,-2.8954607132136565,1
B000000DAQ,-4.391070635086641,1.846837822373075,-2.789209853795158,1
B000000DH2,-1.444703574500042,4.20049459196844,-1.3043441116316017,1
B000000DAS,-4.516007074397877,1.9004302719996737,-2.895961292225055,1
B000000D7E,-5.4505295693230655,2.7610828903886486,-8.801910276144586,1
B000000EBH,7.786210266357659,-5.143638645765953,1.8121932353724117,1
B000000EB9,-5.019014600311884,2.4399846128271894,-6.110544460043886,1
B000000ECP,-4.427495890786545,4.517337740205568,-1.1800689750337727,1
B000000EDW,-0.15556466445495787,4.5208478151123375,-1.0970651706492,1
B000000EE2,-0.15556466445495784,4.5208478151123375,-1.0970651706492005,1
B000000EE4,-0.15556466445495787,4.520847815112337,-1.0970651706492,1
B000000EGO,-3.4010864773786693,4.335778115284275,-3.40903901257775,1
B000000EF8,-3.303136059359323,5.13483904576192,-3.0909452244817532,1
B000000EGI,-5.0190146003118805,2.4399846128271894,-6.110544460043886,1
B000000ECX,-4.427495890786545,4.51733774020557,-1.1800689750337736,1
B000000EFC,-4.975412509479295,1.0545085694008327,-7.010391910742836,1
B000000EJX,6.715855166560382,-4.4161720509337785,1.6954117815647933,1
B000000EK3,-4.275738130882071,4.980809443521862,-2.6782222369320805,1
B000000EKW,-4.427495890786545,4.517337740205571,-1.1800689750337736,1
B000000EN4,-3.3897346114075386,5.0627226753138705,-3.775759231679868,1
B000000EMD,-5.397455239809079,2.3175064798947416,-6.875000667464358,1
B000000EK0,-5.019014600311884,2.439984612827189,-6.110544460043885,1
B000000EMI,-2.8075916240279093,4.361936445568995,-3.6618321783370043,1
B000000EKM,-4.157097340615839,3.8280403640314375,-1.4427466705980319,1
B000000EO1,-5.39745523980908,2.3175064798947416,-6.875000667464357,1
B000000EVY,-3.5997479110561126,3.323719787277475,-2.828617972413165,1
B000000EXB,-3.5538177056854736,1.2563478008879363,-2.4115132689315346,1
B000000EZ6,-4.655490410787357,2.2514710724400286,-5.553827311589625,1
B000000EG6,-6.168241232538111,1.322146465536111,-9.409166284282469,1
B000000EYL,-4.655490410787357,2.2514710724400286,-5.553827311589625,1
B000000EYS,-5.1732632609504465,0.26656478514475584,-5.030776427519561,1
B000000EW1,-2.3741606876364374,5.212124123706255,-3.9046414386801467,1
B000000EYE,-3.622408271114932,3.6022992824259634,-4.081614053251111,1
B000000EXO,-3.7220621505059843,4.6489473526496115,-3.4644867347660946,1
B000000EZ3,-5.397455239809082,2.317506479894741,-6.875000667464358,1
B000000EYT,-5.397455239809079,2.317506479894741,-6.875000667464356,1
B000000EUU,-2.860039994517808,-2.578059881715229,-0.6406286571146834,1
B000000EZ2,-5.029600650722588,2.446763552298719,-6.143229124107938,1
B000000EYP,-5.397455239809079,2.317506479894741,-6.875000667464357,1
B000000F1Z,-5.019014600311885,2.4399846128271894,-6.110544460043885,1
B000000EYY,-5.173263260950444,0.26656478514475607,-5.030776427519558,1
B000000EZN,-5.173263260950446,0.26656478514475607,-5.03077642751956,1
B000000EZQ,-4.655490410787359,2.2514710724400286,-5.553827311589627,1
B000000EZ8,-4.655490410787357,2.2514710724400286,-5.553827311589626,1
B000000F22,-5.173263260950446,0.2665647851447561,-5.030776427519558,1
B000000F3F,-4.655490410787356,2.2514710724400295,-5.553827311589624,1
B000000EYV,-5.39745523980908,2.317506479894742,-6.875000667464357,1
B000000F2U,-4.655490410787357,2.251471072440028,-5.553827311589625,1
B000000F3S,-5.846841254322164,0.3382862779490336,-6.239550780778476,1
B000000F06,-4.655490410787356,2.2514710724400286,-5.553827311589624,1
B000000EZI,-5.39745523980908,2.317506479894741,-6.875000667464357,1
B000000F5C,-4.655490410787356,2.2514710724400286,-5.553827311589624,1
B000000END,-4.975412509479293,1.054508569400833,-7.010391910742834,1
B000000F1S,-4.655490410787357,2.2514710724400286,-5.553827311589624,1
B000000F52,-4.655490410787359,2.2514710724400286,-5.553827311589626,1
B000000F2A,-4.655490410787356,2.2514710724400286,-5.553827311589624,1
B000000F0R,-4.279969915709247,4.851579854000415,-4.585342550314839,1
B000000F5M,-4.655490410787359,2.251471072440028,-5.553827311589625,1
B000000F5A,-5.173263260950444,0.26656478514475623,-5.030776427519557,1
B000000EMO,-5.39745523980908,2.3175064798947416,-6.875000667464358,1
B000000F8V,-3.8682269928318282,-3.54790658102111,-0.7609324583449126,1
B000000F2Q,-3.976716394213186,2.1113204763261866,-4.266421106999875,1
B000000F4I,-5.173263260950446,0.26656478514475596,-5.030776427519559,1
B000000F99,-3.674094096395821,-3.1625345049447784,-0.8826877093436253,1
B000000F8I,-3.6740940963958204,-3.1625345049447797,-0.882687709343624,1
B000000EYM,-5.397455239809082,2.317506479894741,-6.875000667464355,1
B000000FG5,6.334939544299272,-4.860952680936945,-0.9218053350852984,1
B000000FWG,9.319556177092604,-1.9558280208875463,-2.740803937548591,1
B000000FWL,6.003874992386461,-7.274836770618768,-0.017113659224640965,1
B000000G00,4.0414931022857905,3.482167983503054,-0.15274489267821256,1
B000000FX6,10.282763176818595,-2.2104652771832263,-3.149685368585915,1
B000000FYX,7.218084881060086,0.2602808434182443,0.2519555720890184,1
B000000FX9,7.975829258080732,-2.571069327275439,-1.7579463245461746,1
B000000FXT,9.319556177092602,-1.9558280208875454,-2.7408039375485913,1
B000000FXR,9.319556177092604,-1.9558280208875458,-2.740803937548593,1
B000000GBG,5.452262357352087,5.392912504566504,-0.6494548197434878,1
B000000HHU,0.6931914382690808,-6.4567943253957365,-3.1351666774244324,1
B000000HHI,4.666328543084811,-4.76277821618624,-0.9438185823797931,1
B000000HJO,0.6931914382690815,-6.456794325395737,-3.1351666774244324,1
B000000HJ5,2.066028006257175,-4.277948891159589,1.8870111199803064,1
B000000HOB,0.7700615952304627,2.6572027999442387,2.9170503475577827,1
B000000HLL,4.685876013814396,-0.3569781360182805,-0.005231534612821349,1
B000000HKV,0.6931914382690815,-6.4567943253957365,-3.135166677424431,1
B000000HF0,4.049254418177105,-1.0878806039717202,0.8404986925822435,1
B000000HQ1,-2.4339678876757924,-2.7516178263059228,0.0025662757723778095,1
B000000HPS,-1.754765743411315,3.6897423142400254,-0.5644298096061682,1
B000000HRS,-3.0432929797612567,1.6368373384875698,3.1009125357235305,1
B000000HT2,-2.24248820644918,-3.9774998689491197,-0.41814457866446814,1
B000000HRP,-3.043292979761257,1.6368373384875696,3.1009125357235305,1
B000000HSU,-2.2424882064491807,-3.9774998689491197,-0.4181445786644686,1
B000000HW3,-4.23775172381151,-1.8497618206492779,0.5280340523267693,1
B000000HZI,-5.945467020536037,-0.6609211662196584,-1.1409760423698359,1
B000000I0D,-2.2674354912588823,2.639908378550513,2.1198320319317454,1
B000000I0G,-2.267435491258882,2.6399083785505137,2.119832031931745,1
B000000I32,-2.1696382835091046,-4.625093809466602,-0.6480128547287153,1
B000000I2R,-2.433967887675791,-2.7516178263059228,0.0025662757723782675,1
B000000I0H,-2.2674354912588823,2.6399083785505133,2.1198320319317454,1
B000000I34,-5.577362044574667,-1.535054575290344,0.1192686984541898,1
B000000IDJ,-6.7486378044754085,0.08188943824823784,-0.20296766067962893,1
B000000IKA,0.5367591881944008,4.283307058627719,3.0132524559158997,1
B000000IMY,-5.929502417301261,-2.3547526086110295,0.8848316969072751,1
B000000INL,-5.551500028283269,-0.3388444193592191,0.45059836853269386,1
B000000IM1,-5.929502417301262,-2.35475260861103,0.8848316969072743,1
B000000IRN,5.043918435702036,9.439874063587547,1.9236548877048716,1
B000000ISE,-4.302359666911552,2.4324736096617703,-0.7695455163894038,1
B000000IIQ,-2.224539297035104,-5.613116292799264,1.4354327525256902,1
B000000J1Q,-6.489610990757414,-2.4500123892448995,0.5440764517350499,1
B000000IS5,1.364036267536093,3.2895078501725505,2.9186084700039214,1
B000000JKM,1.1324938600434844,1.2690245543787197,2.4272559324218355,1
B000000MAL,10.200841334530285,0.4747460970098252,-4.6620302292221965,1
B000000M4K,-6.3491979074249985,-1.2965426185405262,0.022740765149584372,1
B000000MAS,10.889598665343463,0.4908109796228024,-5.066996552889285,1
B000000N8Z,6.72521383689599,0.20029539429537552,-3.2561958522424117,1
B000000NN1,-2.371980688429551,3.4369544668544547,2.106124833005186,1
B000000NMZ,-2.3457963751759117,2.7354927005527783,2.1711404093141873,1
B000000OB7,-3.4189174268222478,-1.972234218526606,5.350733525268302,1
B000000OJR,4.096953964105748,-0.5471342480469313,2.8087122531270063,1
B000000OIH,4.7346957597145485,0.027868364856009162,3.494594181179294,1
B000000OJB,5.686007188391566,1.2763252558005882,3.1680310412258477,1
B000000OMB,-4.664945211513515,2.196454962375732,0.3769597458015934,1
B000000OOE,-5.0321291445032506,-0.37007174236227197,0.5280085529474966,1
B000000OPK,-8.194402286181342,-3.250623965897705,0.8028148041458002,1
B000000OIF,5.795553576673075,1.2990586414908927,3.2087786727758507,1
B000000ORH,-0.04602757671970999,3.785525740597591,-1.8886573922323897,1
B000000OPC,-3.355947750852979,6.478263485160603,-3.8558870636999654,1
B000000ORL,-1.8614669712334988,5.783078760265578,-1.7273199834585795,1
B000000OPZ,-5.793942653808832,4.271698673822636,-1.3997163453076555,1
B000000OQS,-1.7741124853690466,6.280990075550089,0.07304776755602398,1
B000000ORX,-1.7741124853690473,6.280990075550089,0.07304776755602306,1
B000000OQL,-3.0576320533438346,3.8731278781940555,-1.1512181261869354,1
B000000ORE,-6.165441901992668,3.5615682848929016,0.14706619616205927,1
B000000OPM,-8.728363915505119,-3.4685648140389196,1.0810027563289657,1
B000000ORJ,5.654848265217516,5.855368199487914,9.98551209697389,1
B000000OT3,-6.165441901992668,3.5615682848929007,0.14706619616205882,1
B000000OT5,-8.791500363381365,-3.4519371818427906,1.6300029021263025,1
B000000OTG,-2.022673263922075,7.116181616082384,-0.1819052733031478,1
B000000OQW,-5.460769411951687,1.5995506408844764,-1.4898820444651755,1
B000000OSL,-2.239605306054437,6.921980220970826,0.204258195394774,1
B000000OQ5,-6.165441901992668,3.5615682848929002,0.14706619616205882,1
B000000OVC,-3.9969926775701876,0.37863349850442823,4.149319188861578,1
B000000OUS,-6.165441901992667,3.5615682848929007,0.14706619616205882,1
B000000OUJ,3.837622345218407,-7.5813009971637895,-1.9590394162089364,1
B000000ORB,-3.3559477508529816,6.478263485160604,-3.8558870636999663,1
B000000OSU,-0.618639243666219,5.591273248997924,0.6358181453978665,1
B000000OXD,-2.8314717908989087,1.3890031543903478,2.650731766140404,1
B000000OU9,-2.2447497954268485,3.0404461804737464,-0.7539512420622276,1
B000000OWM,-3.1088299138410265,-3.039887024776736,-0.24701431533747462,1
B000000OME,-1.7741124853690473,6.280990075550089,0.0730477675560233,1
B000000OXE,-5.384716483296977,-5.188172624476029,4.2465190069122665,1
B000000OYT,-1.5190973191381985,4.785710280407689,-0.2742749897842089,1
B000000OYK,-0.04602757671970966,3.785525740597591,-1.8886573922323893,1
B000000OXT,-2.272949504924269,5.2022305174201104,-1.3912409519384457,1
B000000OYM,-3.8468812105867287,-6.362873948313294,4.52151969069062,1
B000000P0N,-3.5556731830570243,0.32662471040382174,-1.3186475762075527,1
B000000OUU,-3.653498415316546,5.680252463690071,-3.350431227418746,1
B000000OWT,0.302817425800316,2.775392714703074,0.28703417348974974,1
B000000P08,-1.5190973191381996,4.785710280407688,-0.2742749897842094,1
B000000OWW,-5.637143427712256,-2.715734377920887,0.8532805911343473,1
B000000OYB,-5.384716483296977,-5.188172624476027,4.246519006912268,1
B000000P0W,-4.189690683277743,-4.592789978273146,2.7878231556440767,1
B000000OYQ,-4.433367870759414,5.73202509381786,-0.9236097785295501,1
B000000P0G,-5.736806201903283,-3.9653750532127137,1.331058370703276,1
B000000PRS,-0.6705202976735367,7.4439955337975015,0.07485379727000074,1
B000000QGJ,-5.050970390295815,-1.55261335328702,4.531124825663532,1
B000000QN9,6.718465798153948,-4.413481031768273,1.6887364029437963,1
B000000QP5,10.200841334530283,0.4747460970098253,-4.6620302292221965,1
B000000QPM,9.3195561770926,-1.9558280208875458,-2.7408039375485926,1
B000000TDH,-5.437078286015204,-1.8808423644139938,3.8065171327733327,1
B000000UN4,1.7931886321781,-4.1035124277414035,3.3106393893435104,1
B000000UU3,4.383760537110538,0.6228667418727649,-4.063774585978528,1
B000000V0M,-2.285779946837756,3.21428114415502,2.0601357146875228,1
B000000V5O,0.47801796635692323,4.076150500868873,0.9881512844517825,1
B000000VC2,4.157170361205194,0.3328059143490513,6.354637624864322,1
B000000V5V,-0.03323214542505025,4.52914838246353,-2.416501791445895,1
B000000V4G,-4.36764164903852,1.9780442306260855,-7.5540684356526375,1
B000000W2X,3.7200545497936948,4.71290456451355,8.761729350180707,1
B000000W2Z,3.4848068414549,-6.855059402053639,-1.698798135253995,1
B000000W54,-2.2818329007298157,3.2089709761248315,2.064579310144834,1
B000000W78,5.4748633730348395,-0.4618363536766826,-1.240247673339316,1
B000000W6X,2.715841733016888,-2.8845099794688904,2.972276325812465,1
B000000W7W,4.7908665618102395,-7.688553763734073,-0.9136401113527945,1
B000000W8J,8.964099844825894,-2.444719005390264,-5.282979363948598,1
B000000W80,4.790866561810238,-7.688553763734073,-0.913640111352795,1
B000000W7O,4.7908665618102395,-7.688553763734073,-0.913640111352795,1
B000000W98,0.6931914382690808,-6.456794325395736,-3.1351666774244316,1
B000000W6K,5.47486337303484,-0.46183635367668274,-1.2402476733393164,1
B000000WA0,4.790866561810239,-7.68855376373407,-0.913640111352795,1
B000000WBB,8.899129986493953,-4.155985070042278,-3.757745786878704,1
B000000WAP,1.4961831388697464,-6.432401435277014,-3.8493699168146756,1
B000000WAU,-0.33482225581954767,4.745473688998522,3.6254887980548007,1
B000000WBR,-5.579609502050202,-0.5036804639423063,-1.9910878053664955,1
B000000WCT,-0.21811181705408758,-2.9270973773980633,2.277629655402941,1
B000000WF5,0.6931914382690815,-6.456794325395737,-3.1351666774244316,1
B000000WFH,4.7908665618102395,-7.68855376373407,-0.9136401113527945,1
B000000WEL,-0.3264469969397262,4.826395199067617,3.675186569668238,1
B000000WGX,4.411755860845138,-1.1043567432960062,3.197329098484139,1
B000000WFS,8.945681206574717,-1.0689867707864866,-5.410957326613836,1
B000000WGZ,-4.51351620401417,-1.348422942529425,-0.7439921679357441,1
B000000WCV,2.3928235862845613,-4.07477562874118,2.717277373108362,1
B000000WHB,4.530656664112221,-0.155407529413879,-0.2691491037784122,1
B000000WGN,-2.980995034785557,1.735643107319401,-2.1661460801860923,1
B000000WHW,-3.476982529374409,4.31685862973691,-0.5000062848529611,1
B000000WIQ,8.324583102499586,2.535252676878606,-3.380146665519592,1
B000000WGP,5.843337104842563,2.6203419030288497,-2.9138566900020626,1
B000000WGF,4.448288034018709,-0.4621609648661386,0.5742984812543652,1
B000000WIJ,1.6967961002598706,-6.226552883738222,-2.7128541438381304,1
B000000WHD,1.997487316852046,-5.420312712156445,-1.6502368197212471,1
B000000WJ5,1.1546559144997328,-2.3768493589671955,1.5346079375432466,1
B000000WJA,-3.74227454904569,4.5510679577774615,-1.401117788811658,1
B000000WH4,-1.0537802474259548,5.52332701036698,0.6264715068551336,1
