asin,Component_1,Component_2,Component_3,bias
B000000EZ8,0.3850115997358114,0.3733512199772905,-0.31176514689454987,1
B000000F22,0.378413323772181,0.33588867418444796,-0.2843167162636405,1
B000000F3F,0.3850115997358114,0.3733512199772905,-0.31176514689454987,1
B000000EYV,0.38126612959307493,0.36072101021002567,-0.30265362987017164,1
B000000F2U,0.3850115997358114,0.3733512199772905,-0.31176514689454987,1
B000000F3S,0.37354214935549984,0.3407594344941518,-0.29185052158150476,1
B000000F06,0.3850115997358114,0.3733512199772905,-0.31176514689454987,1
B000000EZI,0.38126612959307493,0.36072101021002567,-0.30265362987017164,1
B000000F5C,0.3850115997358114,0.3733512199772905,-0.31176514689454987,1
B000000END,0.3717469118944625,0.31359164308659104,-0.2656852101509303,1
B000000F1S,0.3850115997358114,0.3733512199772905,-0.31176514689454987,1
B000000F52,0.3850115997358114,0.3733512199772905,-0.31176514689454987,1
B000000F2A,0.3850115997358114,0.3733512199772905,-0.31176514689454987,1
B000000F0R,-0.526581398343005,0.016514460034610674,-0.20033809716554052,1
B000000F5M,0.3850115997358114,0.3733512199772905,-0.31176514689454987,1
B000000F5A,0.378413323772181,0.33588867418444796,-0.2843167162636405,1
B000000EMO,0.38126612959307493,0.36072101021002567,-0.30265362987017164,1
B000000F8V,-0.9458956479485261,-0.39476686690023716,0.06057553781705204,1
B000000F2Q,0.32330599595256426,0.2890173903529941,-0.25736794694005133,1
B000000F4I,0.378413323772181,0.33588867418444796,-0.2843167162636405,1
B000000F99,-0.9438866982874791,-0.39346117102762096,0.059814807382687366,1
B000000F8I,-0.9438866982874791,-0.39346117102762096,0.059814807382687366,1
B000000EYM,0.38126612959307493,0.36072101021002567,-0.30265362987017164,1
B000000FG5,0.8869160671429052,-0.7773985639436989,-1.1400150270832328,1
B000000FWG,1.4392552054610452,-0.7345634547040326,0.02454855110791336,1
B000000FWL,0.7725820777877325,-0.5905905709781667,-0.9055857670384123,1
B000000G00,0.44387738884659206,0.24955543007227227,0.6584655339073495,1
B000000FX6,1.5392330397318663,-0.7593624193472295,0.3155171451439369,1
B000000FYX,1.154627468104389,-0.4209304546145228,0.5971873775736571,1
B000000FX9,1.5033794525197346,-0.6899991144441299,0.4640385161724825,1
B000000FXT,1.4392552054610452,-0.7345634547040326,0.02454855110791336,1
B000000FXR,1.4392552054610452,-0.7345634547040326,0.02454855110791336,1
B000000GBG,-0.07784439241914418,-0.2601741186956646,1.2960697195147002,1
B000000HHU,0.9434958515992593,-0.8632832425891879,-1.2281831709923956,1
B000000HHI,0.9199459038658975,-0.618872682950772,-0.5225870904570803,1
B000000HJO,0.9434958515992593,-0.8632832425891879,-1.2281831709923956,1
B000000HJ5,0.5385552327512756,0.07155386872365088,0.589424596236352,1
B000000HOB,0.3701912717514483,0.43656117378483283,-0.08133067145377748,1
B000000HLL,1.013594918426326,-0.02862244183480936,1.214104668923756,1
B000000HKV,0.9434958515992593,-0.8632832425891879,-1.2281831709923956,1
B000000HF0,0.7828892049311513,0.020756746133955405,0.8664833293292641,1
B000000HQ1,-0.8895514529760447,-0.39879929062502006,0.1010169556006594,1
B000000HPS,-0.8126337809667967,0.46873812280388805,-0.3267145337146299,1
B000000HRS,-0.17072996688838904,0.3742239661748397,-0.07260723864784474,1
B000000HT2,-0.8926142599728536,-0.4025517772970901,0.10399207071943041,1
B000000HRP,-0.17072996688838904,0.3742239661748397,-0.07260723864784474,1
B000000HSU,-0.8926142599728536,-0.4025517772970901,0.10399207071943041,1
B000000HW3,-1.177322691586752,-0.6796333191605333,0.1993111485928736,1
B000000HZI,-0.8906917709644344,-0.31090572759628077,0.156510019387533,1
B000000I0D,-0.27362311960992275,0.21288664689047662,-0.14492676557216302,1
B000000I0G,-0.27362311960992275,0.21288664689047662,-0.14492676557216302,1
B000000I32,-0.895551425813093,-0.40668044047274154,0.10885781415685254,1
B000000I2R,-0.8895514529760447,-0.39879929062502006,0.1010169556006594,1
B000000I0H,-0.27362311960992275,0.21288664689047662,-0.14492676557216302,1
B000000I34,-1.3032183077079387,-0.6884627715940281,0.19285910208627163,1
B000000IDJ,-1.5315308250934987,-0.0083172207424634,-0.13081172086785434,1
B000000IKA,-0.8059385261222707,0.10745782285157335,0.003149075806860166,1
B000000IMY,-1.212590346264145,-0.5100788865541717,0.1788529233042393,1
B000000INL,-1.460538782792041,-0.17878388003033044,-0.10145182393711497,1
B000000IM1,-1.212590346264145,-0.5100788865541717,0.1788529233042393,1
B000000IRN,0.4253439168334377,0.6126033245899681,-0.06016981997993018,1
B000000ISE,-0.39019438434280235,0.6184333458723509,-0.3441902388249152,1
B000000IIQ,-0.6386142045790723,-0.18273976268739836,0.3761305143311328,1
B000000J1Q,-1.409213019932723,-0.9189225702435342,0.296871321839904,1
B000000IS5,0.4403615440154402,0.33556598769279417,-0.059799800921535355,1
B000000JKM,0.4110562745038065,0.2845846018007398,-0.06437292404338887,1
B000000MAL,1.5994936583229706,-0.9947305151358473,-0.30537662136022764,1
B000000M4K,-1.3636550931071325,-0.8682147400171152,0.2702421253574668,1
B000000MAS,1.4359001386041383,-0.9720980208547334,-0.5242313861066034,1
B000000N8Z,0.5590984057573359,0.17478457048094553,0.10540711345949214,1
B000000NN1,-0.08448394561997326,0.34832449257056936,0.21165139403161856,1
B000000NMZ,-0.12990824643111273,0.1967811226212136,0.2525143921573143,1
B000000OB7,-0.24389773960392408,0.29232326254128244,-0.24144439852942343,1
B000000OJR,0.5733973127882099,0.23005733930327307,0.4879224805791851,1
B000000OIH,0.5180461177941686,0.25913317302901645,0.2522441945981043,1
B000000OJB,0.10106835951317455,0.3927398268011323,0.34504139401271255,1
B000000OMB,-0.3450318262256013,0.4956009633062476,-0.2819839803223173,1
B000000OOE,-1.4082242499719746,-0.12639092333518712,-0.11767863102753492,1
B000000OPK,-0.9368202968257907,-0.387524823605622,0.15705187985596167,1
B000000OIF,0.10146489985222941,0.3968959972131254,0.3465344621102332,1
B000000ORH,-0.1956405260857501,0.4873547270923372,-0.22079023941134823,1
B000000OPC,-0.5142856836332051,1.4178218803996023,-0.715591615618478,1
B000000ORL,-0.5031840695436947,1.2911356870070019,-0.6687088343492862,1
B000000OPZ,-0.3121943674372642,0.59760597402949,-0.3468046086075307,1
B000000OQS,-0.4343905100838579,1.0185999256422689,-0.5444246313394502,1
B000000ORX,-0.4343905100838579,1.0185999256422689,-0.5444246313394502,1
B000000OQL,-1.0214047415396454,0.7313519403322988,-0.4585875637922259,1
B000000ORE,-0.29656306639978386,0.45993104707922544,-0.32993804632195306,1
B000000OPM,-0.9405243871115943,-0.3895091625196265,0.15840220916434217,1
B000000ORJ,0.44822812247854293,0.7824219812175836,-0.07577774750636385,1
B000000OT3,-0.29656306639978386,0.45993104707922544,-0.32993804632195306,1
B000000OT5,-0.8814691018317493,-0.4166006573313651,0.3927301658370419,1
B000000OTG,-0.4412082370860445,1.039439445394115,-0.5418448723968329,1
B000000OQW,-1.2427147959065703,0.29325851668605274,-0.2161852011300117,1
B000000OSL,-0.3436522414421849,1.1739897089965154,-0.4772810187711729,1
B000000OQ5,-0.29656306639978386,0.45993104707922544,-0.32993804632195306,1
B000000OVC,-0.6828058720221991,-0.04619927675407097,-0.10133922056056766,1
B000000OUS,-0.29656306639978386,0.45993104707922544,-0.32993804632195306,1
B000000OUJ,0.9105637351074326,-0.8880514719901594,-1.223527187076904,1
B000000ORB,-0.5142856836332051,1.4178218803996023,-0.715591615618478,1
B000000OSU,-0.25212428497579015,0.9158896027070852,-0.3228011726023616,1
B000000OXD,-0.27475490062043384,0.21741193823710472,-0.1434366063689393,1
B000000OU9,-0.9475753331254252,0.4499145160879804,-0.32946425203358504,1
B000000OWM,-0.9301187268422741,-0.37816740175920593,0.05561841496659277,1
B000000OME,-0.4343905100838579,1.0185999256422689,-0.5444246313394502,1
B000000OXE,-0.6816650665139,-0.18890664788821745,0.321524843441249,1
B000000OYT,-0.3812987158766196,0.7743391642293834,-0.46604272218920056,1
B000000OYK,-0.1956405260857501,0.4873547270923372,-0.22079023941134823,1
B000000OXT,-0.4413106474975014,1.0509546242115142,-0.6293339964771574,1
B000000OYM,-0.64357096859662,-0.17572215903362698,0.29106282458444865,1
B000000P0N,-0.615638905406786,0.06040847216152247,-0.11650026754955256,1
B000000OUU,-0.523782906265639,1.5349481816152597,-0.7201221753640091,1
B000000OWT,-0.41042725029858285,0.4789998537867966,-0.3111652907392779,1
B000000P08,-0.3812987158766196,0.7743391642293834,-0.46604272218920056,1
B000000OWW,-1.0749365597581726,-0.12708798926491435,0.17647730550794394,1
B000000OYB,-0.6816650665139,-0.18890664788821745,0.321524843441249,1
B000000P0W,-1.206932372378565,-0.7049953428954859,0.2152006334916347,1
B000000OYQ,-0.3183533720775798,0.6020077765784034,-0.3705137794580738,1
B000000P0G,-1.0446983211218277,-0.46181091430150983,0.1923552993918079,1
B000000PRS,-0.2004980040838183,0.6665439151302343,-0.22128330762088624,1
B000000QGJ,-0.6972336785253795,-0.2017840692588883,0.3293776588089591,1
B000000QN9,0.5418403971118799,0.15453351033905094,0.15666977772692614,1
B000000QP5,1.5994936583229706,-0.9947305151358473,-0.30537662136022764,1
B000000QPM,1.4392552054610452,-0.7345634547040326,0.02454855110791336,1
B000000TDH,-1.0210225413324316,-0.4075420108180696,0.10083942688023546,1
B000000UN4,-0.478748626206735,0.08832817081320125,0.6633418804252058,1
B000000UU3,1.2183714831276475,-0.0654562400799081,1.3304233022294953,1
B000000V0M,-0.31728832559527825,0.3726910534542435,-0.16503171394505137,1
B000000V5O,0.1968210572091566,0.408072962355749,-0.2967465600851347,1
B000000VC2,0.3566425278463044,0.5017712033292768,0.04397418736452273,1
B000000V5V,-0.20820924701719137,0.60070221202992,-0.3076492867702321,1
B000000V4G,0.33646804149763765,0.5335553840758367,-0.38390451195738007,1
B000000W2X,0.4819875586836996,0.7713265589793699,-0.12884070851647783,1
B000000W2Z,0.9373476214564622,-0.8600854905529097,-1.2404738654577792,1
B000000W54,-0.16231874089234188,0.18318992239197343,0.20980210094925164,1
B000000W78,1.1818391504048738,-0.06615029814611907,1.4310322652666352,1
B000000W6X,0.4860998484387247,0.05961679937121408,0.4716405789933208,1
B000000W7W,0.9328205306496576,-0.8507576314099816,-1.2355109395065538,1
B000000W8J,1.553589194816218,-0.9213714476695636,-0.2098807089369071,1
B000000W80,0.9328205306496576,-0.8507576314099816,-1.2355109395065538,1
B000000W7O,0.9328205306496576,-0.8507576314099816,-1.2355109395065538,1
B000000W98,0.9434958515992593,-0.8632832425891879,-1.2281831709923956,1
B000000W6K,1.1818391504048738,-0.06615029814611907,1.4310322652666352,1
B000000WA0,0.9328205306496576,-0.8507576314099816,-1.2355109395065538,1
B000000WBB,1.05952454336774,-0.5692379567021782,-0.5496038512229643,1
B000000WAP,0.9894003151060118,-0.9366423100554706,-1.3236790834157164,1
B000000WAU,0.1585106461505386,0.6368315407879527,-0.34482745851272506,1
B000000WBR,-1.4685351175444663,-0.4543521823799431,0.04757279573697431,1
B000000WCT,-0.570649702419841,-0.17006837212565032,0.5397346961589121,1
B000000WF5,0.9434958515992593,-0.8632832425891879,-1.2281831709923956,1
B000000WFH,0.9328205306496576,-0.8507576314099816,-1.2355109395065538,1
B000000WEL,0.12747434281604597,0.7317436830945768,-0.3962043685014236,1
B000000WGX,1.0072530927571903,0.376430720244821,1.3091448310719327,1
B000000WFS,1.6101689792725713,-1.0072561263150532,-0.2980488528460695,1
