asin,Component_1,Component_2,Component_3,Component_4,Component_5,bias
B0000003S0,0.38119798533276955,0.37589115760307656,-0.3114673959066803,-0.6300511122862829,-0.33125640146800683,1
B0000003RR,0.05571378599264175,0.8337570142711936,-0.5336159860097723,0.2946153788423764,0.19458218717460563,1
B0000003WK,0.058843313479846546,1.0028430159240354,-0.6585561711517774,0.20186898743001036,0.10546442560543935,1
B0000003RV,0.06651138523878254,0.7803718079155514,-0.5026301086759656,0.2621058488105081,0.17845799085941316,1
B0000004C7,0.9855463689445672,-0.020538261268313474,0.8017150131084295,0.6844444183202215,-0.40667157836207957,1
B0000004NF,0.886916080946218,-0.7774002989673517,-1.1400123143694418,-0.03711137666981033,0.14437994386500932,1
B0000004BK,1.025997444052652,0.025607604445856972,0.7784688756881538,0.5171426418200022,-0.49494066002183285,1
B0000004QQ,-0.21007997354491073,0.38106791841789694,-0.2282897313377781,0.10703695242645783,0.04301428650782016,1
B0000004UU,1.656073429255418,-1.0806158926423837,-0.39355025055938475,0.9847237849332233,-0.13916496986311364,1
B0000004X3,0.2005642512988378,-0.41267968661103094,-0.8850792519593053,0.2144334308759499,0.218504220761656,1
B0000004VW,1.05061679892375,0.06803879234503869,1.276598316108966,0.26739703224850264,0.7020633235927289,1
B0000004VK,1.0818351534901107,0.08589770464789385,1.1294341691790606,0.7130499417445185,0.058920659379896385,1
B0000004XH,0.536139572826196,0.1427733755347333,0.16399175802394964,0.050706820985910755,-0.27600385768234836,1
B0000004UM,0.9433425654685499,-0.8708857956385304,-1.2503387601421034,-0.01949498995152615,0.17254734065694166,1
B0000004UO,0.9953952589120459,-0.9474433325176664,-1.3335435007182945,0.017654777480571766,0.17300613788461766,1
B0000004VN,1.0818351534901107,0.08589770464789385,1.1294341691790606,0.7130499417445185,0.058920659379896385,1
B0000004TW,-0.7959385795534308,0.07142057241079057,0.324469468538534,-0.5423453694038178,0.7292993450457638,1
B00000050R,1.656073429255418,-1.0806158926423837,-0.39355025055938475,0.9847237849332233,-0.13916496986311364,1
B0000004X1,0.9433425654685499,-0.8708857956385304,-1.2503387601421034,-0.01949498995152615,0.17254734065694166,1
B0000004YH,1.6100156654990103,-1.0148567786632852,-0.32021278167679307,0.9496338123731538,-0.13453006895068154,1
B000000509,0.937347635781461,-0.8600873727384934,-1.240471488448505,-0.021554784823553413,0.16745364251683376,1
B00000051K,0.9434958594798909,-0.863285041832931,-1.2281805543682953,-2.5354415797395624e-05,0.1535541975731479,1
B00000050T,1.263860560187245,-0.6392976365540886,-0.03624999822838369,0.6627188374143003,-0.10662540205746057,1
B00000050N,0.7871506262781779,-0.4972704619759691,-0.9132680272072969,-0.2721769688905661,-0.023058034575716545,1
B00000052P,0.9434958594798909,-0.863285041832931,-1.2281805543682953,-2.5354415797395624e-05,0.1535541975731479,1
B00000051G,1.2985258991658617,-0.9615962771004858,-0.7519215391128321,0.4759102341746507,-0.023437206289330787,1
B000000548,1.5909253409983568,-0.7884605961357891,0.5460163688622868,0.5006349557605925,0.7527915673358287,1
B000000518,1.4032762864567052,-0.3879338457729994,1.0782757809377843,0.4942728375448108,0.6243931142715499,1
B0000004ZO,1.5994936507217448,-0.9947311497768044,-0.3053820105605317,0.9476377626792108,-0.14833922357125243,1
B00000052Y,0.937347635781461,-0.8600873727384934,-1.240471488448505,-0.021554784823553413,0.16745364251683376,1
B00000053Q,1.5994936507217448,-0.9947311497768044,-0.3053820105605317,0.9476377626792108,-0.14833922357125243,1
B00000053Y,0.24738989478125645,0.5139910653122082,-0.06249829876087093,-0.11607691708839328,0.5470472890341934,1
B00000054J,0.9434958594798909,-0.863285041832931,-1.2281805543682953,-2.5354415797395624e-05,0.1535541975731479,1
B00000053B,1.065926898598788,-0.3284226944957813,0.294411475352745,0.5648737689789215,-0.19755229836923907,1
B0000004YX,1.610168959510351,-1.0072560248576854,-0.298054575902985,0.9691034479088831,-0.15352321203447492,1
B000000545,0.9434958594798909,-0.863285041832931,-1.2281805543682953,-2.5354415797395624e-05,0.1535541975731479,1
B00000054H,0.937347635781461,-0.8600873727384934,-1.240471488448505,-0.021554784823553413,0.16745364251683376,1
B00000051V,0.832481416253809,0.32797931506459044,0.8133874216614602,0.4417406574000337,-0.3174784044416866,1
B00000053X,0.24738989478125645,0.5139910653122082,-0.06249829876087093,-0.11607691708839328,0.5470472890341934,1
B000000559,1.5994936507217448,-0.9947311497768044,-0.3053820105605317,0.9476377626792108,-0.14833922357125243,1
B000000534,0.9434958594798909,-0.863285041832931,-1.2281805543682953,-2.5354415797395624e-05,0.1535541975731479,1
B00000054A,0.9434958594798909,-0.863285041832931,-1.2281805543682953,-2.5354415797395624e-05,0.1535541975731479,1
B00000053G,1.5994936507217448,-0.9947311497768044,-0.3053820105605317,0.9476377626792108,-0.14833922357125243,1
B00000055E,1.610168959510351,-1.0072560248576854,-0.298054575902985,0.9691034479088831,-0.15352321203447492,1
B0000004YB,1.656073429255418,-1.0806158926423837,-0.39355025055938475,0.9847237849332233,-0.13916496986311364,1
B00000055F,1.529231612399601,-1.0109731174518939,-0.4043047129596327,0.8264379893279853,-0.11873440166561638,1
B000000536,1.2985258991658617,-0.9615962771004858,-0.7519215391128321,0.4759102341746507,-0.023437206289330787,1
B000000541,1.306595320525722,-0.9795068884121666,-0.7687663658722921,0.483567941435483,-0.013979635161688318,1
B0000005GB,0.21749305205353653,0.5655195198258339,-0.4149808130366972,-0.1686233349434692,-0.08253127670987202,1
B000000504,0.9434958594798909,-0.863285041832931,-1.2281805543682953,-2.5354415797395624e-05,0.1535541975731479,1
B00000052I,1.2985258991658617,-0.9615962771004858,-0.7519215391128321,0.4759102341746507,-0.023437206289330787,1
B00000051I,1.2985258991658617,-0.9615962771004858,-0.7519215391128321,0.4759102341746507,-0.023437206289330787,1
B000000572,1.2985258991658617,-0.9615962771004858,-0.7519215391128321,0.4759102341746507,-0.023437206289330787,1
B00000050J,1.220561241893349,0.17274038204876663,1.0465576305669726,0.482676228523458,-1.0322577270690574,1
B00000050H,1.6051429860566473,-0.8095688765419076,0.5414624761830361,0.5298220934291809,0.7483496935197855,1
B0000005PA,1.003783662231404,-0.0050974258064770085,0.8234274128342316,0.7033823546637178,-0.43828797041741924,1
B0000005PK,0.5135683369090793,0.12646894706110492,0.12341244720705447,0.0023280265043768233,-0.25929454278923864,1
B0000005P2,0.3726558100904368,0.3156729918579574,-0.26750403066713785,-0.5878544580470015,-0.2973052310952314,1
B0000005S3,0.3579348739667522,0.3282236957620798,-0.2806426923615941,-0.5865629862201585,-0.3074803810293703,1
B0000005OO,-0.4708934034625315,0.06132480887619911,0.08253601417787489,0.24505086874826384,-0.15847331179018037,1
B0000005S0,-1.023787999297875,0.7851380796924189,-0.5432533768618153,0.6752955510823965,0.269971015817093,1
B0000005XM,-0.8510048110385691,-0.3617231438697076,0.08900016715466769,-0.03849273831941918,-0.0648534374264651,1
B0000005X6,-0.8372368536818948,-0.34642577300990995,0.08480118304045844,-0.03663700401938699,-0.05734094124223667,1
B0000005X7,-0.8372368536818948,-0.34642577300990995,0.08480118304045844,-0.03663700401938699,-0.05734094124223667,1
B0000005WT,-1.470722869658608,-0.9250248919007406,0.25141343647436304,-0.0018951396627567285,-0.3754433144971161,1
B00000063K,-0.4957439995571744,1.1689580324064601,-0.6158724596959333,0.4437863490519594,0.28055894174219353,1
B00000063H,0.43893580170021673,0.6958737769438611,-0.13622976325188732,-1.2737524707246235,-0.9627332304067957,1
B00000064E,-1.316589015247112,0.9648172314390366,-0.4956018195988407,0.39384006914742536,0.18453704989126232,1
B00000064F,-1.207567460709793,0.6219441810830592,-0.35666702327840183,0.49687174546103424,0.08301591131822247,1
B00000064G,-0.5107085761956752,1.3152215484561236,-0.6502633072649263,0.5655328808814987,0.28372648651426774,1
B0000006E3,0.4939606945042655,0.9887185639790869,-0.12824680414230158,-1.3694580190576542,-1.260892383851839,1
B0000006P9,0.44496751626527403,0.7044752226668548,-0.12946829499346565,-1.2803555298439406,-0.9895640518828938,1
B0000006QO,0.47953000495130854,0.692540870207871,-0.13878880884390374,-1.339816017807627,-0.9967220301674169,1
B0000007SV,-0.17866820602826194,0.37748134529630173,-0.0779790580475044,-0.2784550806921483,-0.3756485816599503,1
B0000008OF,0.3405961183278925,0.0899971693423714,0.5643625878648846,0.7041797601429075,-0.1962629499508464,1
B0000008SX,0.962894472008143,-0.014445326995235978,0.9764982703794839,0.0905326192031547,0.4325453631517649,1
B000000946,-0.30338869034041266,0.7156901481259855,-0.20773040761290143,-0.1176546406261625,0.13353816783667566,1
B0000008ZY,-0.18546694865191113,0.8055487827398315,-0.32431659527874307,0.22709436076866404,-0.06730365068718558,1
B0000009AC,-0.41407838528232566,0.9684878754793877,-0.608267565282946,0.4331673481521232,0.17293695729486475,1
B0000009AN,-1.168276745089794,-0.6696423013963783,0.19561517505165632,0.0008280030768897924,-0.3105755861325405,1
B0000009OU,-1.1831852368256475,0.2970137030951,-0.15215933479530122,0.46226252728685757,0.39452393440410116,1
B0000009QN,-1.2557534127836156,-0.7591309689645046,0.2259650118124646,-0.0033372145983308994,-0.35084478808158637,1
B0000009QM,-1.2557534127836156,-0.7591309689645046,0.2259650118124646,-0.0033372145983308994,-0.35084478808158637,1
B0000009QY,-1.3121105355436995,-0.7323020661833816,0.1649371170056127,0.034111188927460984,-0.33465916094625725,1
B0000009R2,0.26665936713858285,0.7916712066015337,0.34739509483873676,-0.9330747318303132,1.6071928527433317,1
B0000009QO,-1.2557534127836156,-0.7591309689645046,0.2259650118124646,-0.0033372145983308994,-0.35084478808158637,1
B0000009UX,-0.9653289123380437,0.5203517454416313,-0.2378500506396119,0.49562905290051146,0.4408990305859454,1
B0000009UZ,-1.0796023002032595,0.7806508523695918,-0.2348750947555005,0.1844992794156819,0.5255787545002637,1
B0000009UW,-0.9776520597839456,0.5578917291919717,-0.34224402989951547,0.40019059368546533,0.39094791124761047,1
B0000009WH,-0.6060209876849818,0.48366962861103746,0.5092708377674541,1.2551356032530694,0.552297235943678,1
B0000009UL,-0.8353406242961872,-0.3399728537098414,0.3921696553468061,-0.26152566035939717,0.6462327439844382,1
B0000009V1,-1.2145439011307855,0.7618426580114971,-0.23764266111770968,0.2647309640732658,0.5354786668523825,1
B0000009UT,-1.193729618669443,0.16228792244620166,-0.1316282823443988,0.37295717326315775,0.4081475369704179,1
B0000009XZ,0.03862227961777518,0.2177251949245581,0.11211414842755271,0.2856459054996563,-0.16482821240276238,1
B0000009YA,-0.08412845509666524,0.5517414457240881,-0.06922504855532771,0.5735730844645538,-0.03271479641399748,1
B0000009YB,0.05862495858087845,0.23282809469550306,0.1511731159949735,0.33417834542587493,-0.17765335631675558,1
B0000009QT,-0.5555440448535038,0.967666537099826,-0.5292019144273884,0.7294957153862534,0.34349862687723826,1
B000000A10,0.5161368938630928,0.12767047576378823,0.12493279045652891,0.0021743810596921245,-0.26317871376835505,1
B000000A42,-1.168276745089794,-0.6696423013963783,0.19561517505165632,0.0008280030768897924,-0.3105755861325405,1
B000000A0X,0.5214915566545804,0.13187569866861049,0.15182952197605615,0.0413407221548628,-0.25050817766606115,1
B000000A0L,0.5214915566545804,0.13187569866861049,0.15182952197605615,0.0413407221548628,-0.25050817766606115,1
B000000A1K,0.49370053953709714,0.3050075109795997,0.14817396885853432,-0.15826955278681556,-0.3361584990154051,1
B000000BE3,-0.7021783437666422,-0.13677854741126466,0.055883626016951786,-0.05970557872484997,0.15110882982828833,1
B000000BTN,0.9450600969419009,0.021890511851648333,0.6722187386315066,0.3744771832391044,-0.4601518496529739,1
B000000CGZ,1.4986715397410864,-0.7687534045945615,0.2680296649439661,0.7260345484601979,0.24366493006600792,1
B000000CMP,1.0182456692515278,-0.04352206376826782,1.212176080100161,-0.08299074943866395,0.8771542740752999,1
B000000CYO,0.012626624698724583,0.42869619052819574,0.007534679996981671,0.331438704998464,-0.20326856379967934,1
B000000DAY,-0.2586766432351869,0.5857754227803887,-0.4015987276740736,0.10949078426934755,0.012587451000630138,1
B000000DAO,-0.26003733236477256,0.5807808417588363,-0.3974248325032891,0.11608316505376241,0.01696819932981765,1
B000000D4B,0.3717469003369472,0.31359709858569107,-0.2656852843747151,-0.5839089863383733,-0.2947989709183163,1
B000000DB4,0.3445397227365406,0.55017701352432,-0.39350001455498507,-0.5133638171956202,-0.2849451403368089,1
B000000DBM,0.8210342066005542,0.08447188018540362,0.5797095619454876,0.5043901606685091,-0.31141912202748573,1
B000000D1V,0.3731075894665327,0.3185916796072436,-0.26985917954549954,-0.5905013671227884,-0.29917971924750375,1
B000000D7C,0.3431790336069549,0.5451824325027674,-0.38932611938420075,-0.5067714364112054,-0.2805643920076222,1
B000000DAW,-0.26011296027707603,0.5815148019249062,-0.3980001007710172,0.11597722604579938,0.016833835596569202,1
B000000DAQ,-0.26003733236477256,0.5807808417588363,-0.3974248325032891,0.11608316505376241,0.01696819932981765,1
B000000DH2,-0.41233501484109725,0.8692466644187364,-0.5174213270791609,0.5430084805738811,0.27948163630534567,1
B000000DAS,-0.2534390543160043,0.6182428481369907,-0.42487101987446235,0.08531362942614455,-0.008421484624202828,1
B000000D7E,0.3431790336069549,0.5451824325027674,-0.38932611938420075,-0.5067714364112054,-0.2805643920076222,1
B000000EBH,0.27985117655630853,0.8885506917910649,-0.35275079562371214,0.4122875597883307,-0.07959387065744707,1
B000000EB9,0.3850251433904663,0.37415086064224906,-0.3124600734788337,-0.6470422516226435,-0.3426738304167862,1
B000000ECP,-0.47622445059962454,1.1669096103738235,-0.6267871582302732,0.7611381716522485,0.3530809644535691,1
B000000EDW,0.05571378599264175,0.8337570142711936,-0.5336159860097723,0.2946153788423764,0.19458218717460563,1
B000000EE2,0.05571378599264175,0.8337570142711936,-0.5336159860097723,0.2946153788423764,0.19458218717460563,1
B000000EE4,0.05571378599264175,0.8337570142711936,-0.5336159860097723,0.2946153788423764,0.19458218717460563,1
B000000EGO,0.20669545280739587,0.6189047261814754,-0.4459666903705039,-0.13611380491160116,-0.06640708039467959,1
B000000EF8,-0.4635976366035037,1.21884585719339,-0.7471957665939561,0.5886047881301275,0.256761199563367,1
B000000EGI,0.3850251433904663,0.37415086064224906,-0.3124600734788337,-0.6470422516226435,-0.3426738304167862,1
B000000ECX,-0.47622445059962454,1.1669096103738235,-0.6267871582302732,0.7611381716522485,0.3530809644535691,1
B000000EFC,0.3717469003369472,0.31359709858569107,-0.2656852843747151,-0.5839089863383733,-0.2947989709183163,1
B000000EJX,0.5105044840473357,0.12857925029504544,0.10652377703684364,-0.014689869943403357,-0.25369934244712267,1
B000000EK3,-0.46645044355055776,1.1940138045541586,-0.7288598424331639,0.6039773784504194,0.26782894615903724,1
B000000EKW,-0.47622445059962454,1.1669096103738235,-0.6267871582302732,0.7611381716522485,0.3530809644535691,1
B000000EN4,0.30163306026536285,0.6834409423113625,-0.3203826490532791,-0.3768446243593596,-0.399314665621201,1
B000000EMD,0.3812661177269202,0.3607270375113107,-0.3026519128411075,-0.6306741947864366,-0.32735391901193844,1
B000000EK0,0.3850251433904663,0.37415086064224906,-0.3124600734788337,-0.6470422516226435,-0.3426738304167862,1
B000000EMI,0.2705967773286324,0.7783481196499463,-0.3717552990353914,-0.30068154924496987,-0.35926825933474366,1
B000000EKM,-0.4667271640907084,1.0497598555405474,-0.6222555814519507,0.6813511795424932,0.3458789611325331,1
B000000EO1,0.3812661177269202,0.3607270375113107,-0.3026519128411075,-0.6306741947864366,-0.32735391901193844,1
B000000EVY,-0.40446568010950334,1.0447084910367956,-0.6517422220010468,0.4375613424381589,0.17635287976709046,1
B000000EXB,-0.308128260531798,0.7480060895228196,-0.48685209488316455,0.20448024345692345,0.05333357144032681,1
B000000EZ6,0.38501158882863423,0.3733569912502344,-0.31176217605148837,-0.6460711400937624,-0.3416758563702888,1
B000000EG6,0.37459970728400127,0.3384291512249219,-0.28402120853550716,-0.599281576658665,-0.3058667175139864,1
B000000EYL,0.38501158882863423,0.3733569912502344,-0.31176217605148837,-0.6460711400937624,-0.3416758563702888,1
B000000EYS,0.3784133107798661,0.33589498487208,-0.28431598868031527,-0.6153016044661449,-0.31628617241626805,1
B000000EW1,0.16469995044752458,0.7532705533356784,-0.5306326725002872,-0.07797731999928857,-0.05010983081494616,1
B000000EYE,0.21749305205353653,0.5655195198258339,-0.4149808130366972,-0.1686233349434692,-0.08253127670987202,1
B000000EXO,-0.4413938196700546,1.194134362089354,-0.7442213033456306,0.5120018932471317,0.20513880678113422,1
B000000EZ3,0.3812661177269202,0.3607270375113107,-0.3026519128411075,-0.6306741947864366,-0.32735391901193844,1
B000000EYT,0.3812661177269202,0.3607270375113107,-0.3026519128411075,-0.6306741947864366,-0.32735391901193844,1
B000000EUU,-0.8372368536818948,-0.34642577300990995,0.08480118304045844,-0.03663700401938699,-0.05734094124223667,1
B000000EZ2,0.38753130095576527,0.38002051592433755,-0.31744548744501966,-0.656513840058218,-0.3483493334111256,1
B000000EYP,0.3812661177269202,0.3607270375113107,-0.3026519128411075,-0.6306741947864366,-0.32735391901193844,1
B000000F1Z,0.3850251433904663,0.37415086064224906,-0.3124600734788337,-0.6470422516226435,-0.3426738304167862,1
B000000EYY,0.3784133107798661,0.33589498487208,-0.28431598868031527,-0.6153016044661449,-0.31628617241626805,1
B000000EZN,0.3784133107798661,0.33589498487208,-0.28431598868031527,-0.6153016044661449,-0.31628617241626805,1
B000000EZQ,0.38501158882863423,0.3733569912502344,-0.31176217605148837,-0.6460711400937624,-0.3416758563702888,1
B000000EZ8,0.38501158882863423,0.3733569912502344,-0.31176217605148837,-0.6460711400937624,-0.3416758563702888,1
B000000F22,0.3784133107798661,0.33589498487208,-0.28431598868031527,-0.6153016044661449,-0.31628617241626805,1
B000000F3F,0.38501158882863423,0.3733569912502344,-0.31176217605148837,-0.6460711400937624,-0.3416758563702888,1
B000000EYV,0.3812661177269202,0.3607270375113107,-0.3026519128411075,-0.6306741947864366,-0.32735391901193844,1
B000000F2U,0.38501158882863423,0.3733569912502344,-0.31176217605148837,-0.6460711400937624,-0.3416758563702888,1
B000000F3S,0.3735421427990627,0.34076461061438035,-0.2918478676924839,-0.6297241862471264,-0.33185508290609994,1
B000000F06,0.38501158882863423,0.3733569912502344,-0.31176217605148837,-0.6460711400937624,-0.3416758563702888,1
B000000EZI,0.3812661177269202,0.3607270375113107,-0.3026519128411075,-0.6306741947864366,-0.32735391901193844,1
B000000F5C,0.38501158882863423,0.3733569912502344,-0.31176217605148837,-0.6460711400937624,-0.3416758563702888,1
B000000END,0.3717469003369472,0.31359709858569107,-0.2656852843747151,-0.5839089863383733,-0.2947989709183163,1
B000000F1S,0.38501158882863423,0.3733569912502344,-0.31176217605148837,-0.6460711400937624,-0.3416758563702888,1
B000000F52,0.38501158882863423,0.3733569912502344,-0.31176217605148837,-0.6460711400937624,-0.3416758563702888,1
B000000F2A,0.38501158882863423,0.3733569912502344,-0.31176217605148837,-0.6460711400937624,-0.3416758563702888,1
B000000F0R,-0.5265812797767182,0.01649140809545912,-0.20031424067963532,-0.1349684925021808,-0.2265007317682657,1
B000000F5M,0.38501158882863423,0.3733569912502344,-0.31176217605148837,-0.6460711400937624,-0.3416758563702888,1
B000000F5A,0.3784133107798661,0.33589498487208,-0.28431598868031527,-0.6153016044661449,-0.31628617241626805,1
B000000EMO,0.3812661177269202,0.3607270375113107,-0.3026519128411075,-0.6306741947864366,-0.32735391901193844,1
B000000F8V,-0.9458955435876347,-0.3947914594617865,0.060599635327935476,-0.010671012017699953,-0.07224318332312546,1
B000000F2Q,0.32330603605611025,0.28901267752447496,-0.25735724718563224,-0.3963579335916521,-0.1948119489554919,1
B000000F4I,0.3784133107798661,0.33589498487208,-0.28431598868031527,-0.6153016044661449,-0.31628617241626805,1
B000000F99,-0.9438865957266136,-0.3934853660495777,0.05983819317318214,-0.008564105872047863,-0.07269664816800452,1
B000000F8I,-0.9438865957266136,-0.3934853660495777,0.05983819317318214,-0.008564105872047863,-0.07269664816800452,1
B000000EYM,0.3812661177269202,0.3607270375113107,-0.3026519128411075,-0.6306741947864366,-0.32735391901193844,1
B000000FG5,0.886916080946218,-0.7774002989673517,-1.1400123143694418,-0.03711137666981033,0.14437994386500932,1
B000000FWG,1.4392551973866659,-0.7345638482641955,0.024543267346162488,0.8826436218765157,-0.19046235140279033,1
B000000FWL,0.7725820973562041,-0.5905928652394408,-0.9055827111191485,-0.08648518044816338,0.1166150582048332,1
