asin,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,bias
B0000003JR,-4.551798194792796,1.6679384710528775,-2.111580059703146,-0.09086355296059904,-1.2315756680892034,-0.6097077960102099,0.20939752857679514,-0.047626338568548254,-2.6935684717838737,-1.3123528532001318,1
B0000003MB,-5.1733223303649085,1.5449356607510505,-4.319127156015454,-5.241276788862494,0.21868770190114314,-2.9282851894472657,1.4244177371121258,0.9728457008855703,-1.3061043472525018,-1.3547585850655868,1
B0000003F6,-5.789628425546525,1.0734062351699867,-4.75224547510095,-5.965861542961959,-1.2609660271613403,-1.4277135180248417,2.5805777015422664,3.129369906812549,-1.295235944334998,-0.7547467117143812,1
B0000003JV,-6.201967245149749,0.3266182691041765,-7.124876141873252,-0.9824734749942104,1.5398530907527894,7.870846018168493,4.925264986802954,2.04891932198806,-0.5707936145494149,0.022828968399511918,1
B0000003JN,0.44615223335307075,3.4388750912604427,0.45438352523157427,0.912331684744002,0.45584682410328364,-0.8272004159938572,0.451363876662849,-1.9967905182328924,0.549764382074396,0.13500104600243956,1
B0000003T4,-0.15556466445496642,4.520847815112335,-1.0970651706491747,-1.3991508420795433,2.7351271417996346,-2.291198144427008,0.2203909822054498,-0.29700614662790686,1.5911722676678135,-1.5744551273902203,1
B0000003TK,-1.6913824354272786,4.685779985542755,-1.6201892985719852,-0.9752209140803872,3.299999042092014,-2.785880566554038,-0.5064491496601897,0.24908862270899296,1.9955656878653216,-2.0461697017379734,1
B0000003KJ,-3.510499864149585,3.373227436564028,-1.8084208270652236,-0.3494226286531478,2.553127586882321,-1.7250584305639831,-0.7426057141245219,-2.5497253981719012,3.887890510609625,0.6009310498878689,1
B0000003S0,-5.674106053306002,2.171176753944581,-6.4920202119442845,-5.212941501115314,1.7116082082536528,-3.714080465011141,2.4292574296355625,-0.9936405216310379,-3.963890365439936,-3.0028153418562264,1
B0000003RR,-0.15556466445496572,4.520847815112336,-1.0970651706491747,-1.3991508420795433,2.735127141799634,-2.2911981444270078,0.22039098220545006,-0.29700614662790653,1.591172267667814,-1.5744551273902194,1
B0000003WK,-0.9784311300582611,5.4725740040361,-2.6264784977560094,-2.1368493534262325,3.0961176752531805,-2.2696964734606775,1.0111759163207448,0.3357946411896457,0.4140585590947028,-2.158933646541197,1
B0000003RV,-0.06672961156366723,4.046918727984759,-0.6548597871259597,-1.4426451721908886,1.8928420354176443,-1.8176924800707193,0.3323623968705334,-1.1278507240620699,1.3794298505612674,-0.5723911525792152,1
B0000004C7,6.070933738271146,3.6681769756746343,0.4762671082790965,-1.9357858951244724,-0.350639596452286,3.943905089834064,-0.6778954980523999,0.9821682603850205,0.20298778979234308,0.99871652312845,1
B0000004NF,6.3349395442992655,-4.8609526809369425,-0.9218053350852659,1.2323125866266624,-0.7470824225018774,-1.9639713140630615,-0.03849929124434372,-1.2955250136525702,-1.1516641525026416,0.28214840143819087,1
B0000004BK,6.056653802077761,2.0946708693889042,-2.3202821985368547,1.8130436274720165,1.2133624789617592,0.9315694731585729,-0.6069343317479956,0.16528950028289863,1.3417022240247518,-0.9515086186713401,1
B0000004QQ,-1.3359027538211348,4.167171588602237,0.2205810172731458,2.5954898680673266,-0.7468720994839828,-1.0020024160139474,-0.13941333837045064,-0.2118703958198289,-1.050101377737172,1.0201448299521871,1
B0000004UU,10.88959866534345,0.49081097962281484,-5.066996552889255,2.6660801314510576,-0.08126491088243937,1.4589519077055393,-0.6857529893964602,-1.1936230547247693,2.421874554741993,1.5709401511491325,1
B0000004X3,0.4582631028729824,-0.736656525879666,-2.1822447406880574,6.843281963731372,-4.653215669981254,1.1944993826272072,-3.142543409201393,-2.72632136561462,0.8984747196855306,-4.4325426434510495,1
B0000004VW,6.681157781689318,1.4372749418185342,-3.198436064042536,0.8266919630310903,0.4914455635339669,2.550625535075365,1.6978131322972034,0.36810770481843863,-1.0580175375329952,2.357437382473562,1
B0000004VK,6.239618625458252,2.760776380248333,-3.1841082041971167,-0.15062629997576293,1.259754304964258,1.1303722264846134,0.36970634935047114,1.4098670652994723,-0.5561581310751599,0.9606682053019072,1
B0000004XH,5.877763818801039,1.033344558744356,-4.0916878871581694,1.3755447613651344,7.163593355540166,-2.4006003721681655,-1.480471599596694,3.5591567687910906,2.966035877648491,-3.747824436180414,1
B0000004UM,3.8333292345850016,-7.1984714089795485,-1.1387995601990824,-1.4190214703235797,-2.817658789086979,0.31031723385968424,-1.8800878167745847,-1.597216793067221,-1.6015857194219756,-1.7974528236987581,1
B0000004UO,2.050973886393245,-6.640521076392264,-3.2428678042450096,-0.5711200802144115,-6.153195250440272,-1.0965842378565331,-1.6310611758602827,-0.20155858306880317,0.503398887517738,-0.2572537992702202,1
B0000004VN,6.239618625458252,2.760776380248333,-3.184108204197117,-0.15062629997576257,1.2597543049642586,1.130372226484613,0.36970634935047125,1.409867065299472,-0.5561581310751601,0.9606682053019069,1
B0000004TW,-1.6410759243757729,-2.433441719833413,4.179757210803186,3.3998843070838505,5.1895230689714325,0.7303012954118583,-1.4442891277829872,0.07875660994571447,-3.0365388391829864,6.327205927434763,1
B00000050R,10.88959866534345,0.4908109796228143,-5.066996552889255,2.6660801314510567,-0.08126491088243906,1.458951907705539,-0.6857529893964598,-1.1936230547247693,2.421874554741995,1.5709401511491325,1
B0000004X1,3.833329234585001,-7.1984714089795485,-1.1387995601990828,-1.4190214703235786,-2.817658789086979,0.31031723385968407,-1.8800878167745858,-1.597216793067221,-1.6015857194219765,-1.7974528236987568,1
B0000004YH,8.8261102582175,-2.3083787759261907,-3.490269261220485,2.3095547953714486,-1.7909873451434626,-0.2292672253441012,0.6105657984688397,-2.2131635917869215,0.9407733793460841,1.782782155861406,1
B000000509,3.4848068414548976,-6.855059402053643,-1.698798135253957,-1.0427921852646096,-2.2764669664547696,-1.1251446153805726,-0.8415750458827232,-0.8348006279351894,-1.2574265913620055,-0.6073803417322496,1
B00000051K,0.6931914382690759,-6.45679432539573,-3.135166677424399,-0.9953742612663683,-4.645058766707913,-2.003752132773744,-1.257957689503183,-0.15299510786449644,0.27460800377283084,-0.0648505098745397,1
B00000050T,7.3015648607165975,0.990817426661733,-3.114564451485513,1.7586363412347537,-0.7895758435687062,0.8455478002962102,0.7048223355363854,-1.5044821542585969,0.14041669795905087,0.9952388736183633,1
B00000050N,8.485274357083878,-5.540560926366776,-1.9705522683965573,1.9538649800308143,-2.150485789693017,-0.09938259616391573,-1.491252191483628,-2.5726185616563955,0.10840996018978283,-1.9559461296477134,1
B00000052P,0.6931914382690754,-6.45679432539573,-3.1351666774243983,-0.9953742612663685,-4.645058766707914,-2.0037521327737444,-1.2579576895031834,-0.15299510786449733,0.27460800377283096,-0.06485050987453926,1
B00000051G,5.379781008545729,-2.808782114327214,-3.0173404644995445,0.2013304694997229,-3.458003176374768,0.34597063359652125,-1.125573653285646,-0.42014605872530963,1.8192366965363287,1.6060505429249687,1
B000000548,7.418411515629121,-3.3719126987212213,-2.0143019772806063,0.6402741266558423,-1.394004021914685,0.09853584653027964,1.239902083262883,0.5473907755969475,-0.6576251428343638,1.3117892544074505,1
B000000518,7.802141135459882,-0.420477085169847,-2.294775138233592,0.754362987257112,0.08713312126595978,0.635724575039205,1.8581109854635476,0.814302044430352,0.32095403394578115,0.7854660651143962,1
B0000004ZO,10.200841334530248,0.474746097009815,-4.662030229222178,2.523155794626304,-0.0324365753564318,1.3223302854665173,-0.6014487247406893,-1.064653412371561,2.2153905580236763,1.2949800048737248,1
B00000052Y,3.4848068414548967,-6.855059402053643,-1.6987981352539567,-1.0427921852646105,-2.27646696645477,-1.1251446153805724,-0.8415750458827238,-0.8348006279351898,-1.257426591362006,-0.6073803417322494,1
B00000053Q,10.200841334530248,0.474746097009815,-4.662030229222179,2.523155794626303,-0.03243657535643187,1.3223302854665167,-0.6014487247406893,-1.0646534123715599,2.2153905580236763,1.2949800048737248,1
B00000053Y,1.7225907552474735,1.7277412669340033,1.4382535377888657,-0.3247631979133865,2.614724862901865,-2.964534001725348,0.6964775590979977,-1.1646621398777355,-0.14991972447621665,-0.5534628423682493,1
B00000054J,0.693191438269075,-6.45679432539573,-3.135166677424399,-0.9953742612663691,-4.645058766707914,-2.003752132773745,-1.2579576895031834,-0.15299510786449633,0.27460800377283157,-0.06485050987453982,1
B00000053B,6.113692430143578,1.2076693409048451,-1.9419785999107073,1.3752409675592423,-0.12275721926811728,0.37550891622337207,1.3002487859133145,-0.9725248721501422,-0.005536341872384428,1.5352057989014973,1
B0000004YX,8.9456812065747,-1.0689867707864922,-5.4109573266138185,1.7395877703651144,-0.9786461497044076,-0.2900954685257071,-0.4983287300486143,-0.620681688927505,0.7689470428493743,1.5060152140124188,1
B000000545,0.6931914382690747,-6.45679432539573,-3.1351666774243987,-0.9953742612663693,-4.645058766707913,-2.0037521327737444,-1.2579576895031839,-0.15299510786449602,0.27460800377283107,-0.06485050987454001,1
B00000054H,3.4848068414548976,-6.855059402053643,-1.6987981352539565,-1.04279218526461,-2.2764669664547696,-1.1251446153805729,-0.8415750458827232,-0.8348006279351892,-1.2574265913620057,-0.6073803417322495,1
B00000051V,7.062738119897735,3.0071105904037005,-2.9847317555340327,2.394077911322002,3.2328160335919427,1.4380819747745195,-0.9203022245390117,-0.5932449642065551,0.5076068792396807,1.9720455517724733,1
B00000053X,1.7225907552474733,1.727741266934003,1.4382535377888652,-0.32476319791338637,2.6147248629018653,-2.9645340017253483,0.6964775590979976,-1.1646621398777353,-0.1499197244762164,-0.5534628423682498,1
B000000559,10.200841334530246,0.4747460970098161,-4.662030229222179,2.5231557946263035,-0.03243657535643127,1.3223302854665158,-0.6014487247406892,-1.06465341237156,2.2153905580236772,1.2949800048737239,1
B000000534,0.6931914382690747,-6.456794325395731,-3.1351666774243987,-0.9953742612663685,-4.645058766707915,-2.0037521327737444,-1.2579576895031832,-0.15299510786449746,0.27460800377283034,-0.06485050987453977,1
B00000054A,0.6931914382690753,-6.4567943253957285,-3.1351666774243987,-0.9953742612663687,-4.645058766707913,-2.003752132773745,-1.257957689503183,-0.15299510786449708,0.2746080037728304,-0.0648505098745397,1
B00000053G,10.200841334530246,0.47474609700981557,-4.66203022922218,2.523155794626304,-0.032436575356431616,1.3223302854665167,-0.6014487247406893,-1.0646534123715603,2.2153905580236772,1.2949800048737248,1
B00000055E,8.945681206574703,-1.0689867707864922,-5.410957326613821,1.739587770365116,-0.9786461497044074,-0.2900954685257078,-0.49832873004861356,-0.6206816889275045,0.7689470428493748,1.5060152140124188,1
B0000004YB,10.88959866534345,0.49081097962281867,-5.066996552889252,2.666080131451056,-0.0812649108824381,1.4589519077055404,-0.6857529893964597,-1.193623054724766,2.4218745547419953,1.5709401511491312,1
B00000055F,5.847585578514741,-3.0967219908430272,-3.370397036954374,0.17465011638011102,-3.8463573743731017,0.358806515175898,-1.2871016183020976,-0.5168853490653894,1.9782123211915332,1.9179988892677942,1
B000000536,5.379781008545727,-2.8087821143272143,-3.017340464499545,0.2013304694997222,-3.4580031763747683,0.3459706335965211,-1.1255736532856455,-0.4201460587253097,1.8192366965363287,1.6060505429249678,1
B000000541,5.847660042259467,-3.0967843516617117,-3.3704937203234873,0.17465564403450684,-3.8465158717846633,0.35882389873825765,-1.2871700940148523,-0.5169194605464048,1.9783708671919495,1.9181607671349616,1
B0000005GB,-3.6224082711149372,3.602299282425951,-4.081614053251091,-3.482309312819218,2.440358611367195,-3.017178215998271,1.0556325156252686,-0.9063040722663114,-1.7116068488251377,-2.775901082547482,1
B000000504,0.6931914382690744,-6.45679432539573,-3.135166677424399,-0.995374261266369,-4.645058766707914,-2.003752132773744,-1.2579576895031832,-0.15299510786449666,0.27460800377283007,-0.06485050987454036,1
B00000052I,5.379781008545728,-2.8087821143272143,-3.017340464499545,0.20133046949972244,-3.458003176374769,0.3459706335965211,-1.1255736532856457,-0.4201460587253098,1.8192366965363285,1.606050542924968,1
B00000051I,5.379781008545728,-2.8087821143272143,-3.0173404644995445,0.20133046949972236,-3.458003176374769,0.3459706335965209,-1.1255736532856453,-0.4201460587253097,1.8192366965363282,1.606050542924968,1
B000000572,5.379781008545728,-2.8087821143272143,-3.0173404644995445,0.20133046949972233,-3.458003176374769,0.34597063359652086,-1.1255736532856457,-0.4201460587253097,1.8192366965363282,1.606050542924968,1
B00000050J,5.424568950951879,3.3515858071233144,0.8549615561831121,-1.0843301915583439,-1.2415539709401082,3.1736949163994868,-1.1015983677618095,2.803198836241082,1.6790199207317176,-0.14501115362462447,1
B00000050H,7.954174489568601,-3.341262441129331,-3.0483356960375887,0.8092750952521559,-2.625314063282484,-0.5516694334871953,0.5815119877671925,-0.3836801492653063,0.4455675935797401,2.324936888255598,1
B0000005PA,6.781847208148338,1.992339503895979,-3.4716625537819414,2.1797442503296907,3.1140712326671602,2.1245639352148604,-1.4861856714677566,2.0671793044847067,1.3872723412088572,-3.6050902836034595,1
B0000005PK,6.710288804916403,1.707879465129189,-3.697853126188403,1.7594711693358949,5.671910074000568,0.7495044518458012,-1.6574179972577,3.642408343619613,2.0626022743828996,-3.8619704307568767,1
B0000005P2,-5.447492176786937,1.4682315956492948,-7.669008318648352,-1.5451878346128156,-0.17824788637076414,5.756654455311299,4.711520292169342,3.08696316532891,-1.118487503434835,-0.3075656085891236,1
B0000005S3,-6.273636822854117,0.6135292975597155,-7.981223126337813,-5.036910072786282,-0.8907774885452158,0.21232947313131562,3.637701205860457,2.2563032605499203,-2.7543575140307537,-1.538025203490052,1
B0000005OO,-3.0577352181642503,-0.49209733944793965,-2.0885738946157013,-2.158012413237703,2.724558019643393,-1.995117220887202,-0.02219866951399162,-0.9028667288639146,-1.8232356564859862,-2.169375066469608,1
B0000005S0,-3.7301430712708696,2.991629428069419,-1.4469623742675808,0.4086145744010381,1.9465550338235384,-2.0589052191028285,-1.113730325574136,-2.866459681974265,1.602813205176444,-0.2830344385296544,1
B0000005XM,-4.845667176716504,-2.171282504175067,-0.7617564965405165,-2.537351208129532,3.632555000178748,6.132987770457601,-0.9609668243993922,-1.2262438648889153,-2.4475941006724544,-1.7318270110492906,1
B0000005X6,-2.8600399945178103,-2.578059881715229,-0.6406286571146447,-0.7763471865279843,2.5530722064062847,5.553056941733034,-2.4452268761185256,-2.296641904811936,-1.5678276054475657,-2.267580363462353,1
B0000005X7,-2.86003999451781,-2.578059881715229,-0.6406286571146445,-0.7763471865279837,2.5530722064062847,5.553056941733034,-2.4452268761185256,-2.2966419048119366,-1.567827605447566,-2.2675803634623524,1
B0000005WT,-7.019798354269073,-2.6733911302701925,-0.12205816790242774,-2.7606277390721794,3.402457830443311,5.133395932758952,-4.420213487357637,-1.8655582685580772,0.35681839779786884,-0.6959782453559807,1
B00000063K,-5.239747289709288,3.153154330194884,-2.2515386659201346,-0.8006668304915885,1.8829749498247628,-2.978365825566836,-2.5075102077610962,-1.986636732184888,1.7903588337746175,0.6045936588995714,1
B00000063H,2.2372868559767296,4.248410124972722,8.720232702673592,-0.8312625442306133,-5.082978408037056,-0.49270962156495324,1.398333576747115,1.2759463516936982,-0.7903352634189387,-3.2123362267945206,1
B00000064E,-5.780458029259391,3.6385367498092807,-3.802323409780826,-1.5650291006471704,1.9049169484048207,-2.9612308114195995,-1.981280543147572,-0.3707272770399171,2.112804490922195,0.15100810663032133,1
B00000064F,-4.44526183355729,2.429166876508076,-1.547018942917974,-1.2652154734214205,-0.02178081547978617,-1.6972196417868617,-2.2958300009380364,-2.2054295268671344,3.0598062789862586,2.111567694281638,1
B00000064G,-5.46007520154357,3.44123551195941,-2.128850471582375,-0.9296772675747604,1.1811526997091126,-3.003855521187243,-2.6277269481262024,-2.1055629615939733,2.2688795817360856,0.9233075701000508,1
B0000006E3,3.509983994735304,8.280022722695639,7.287566624818387,-4.525350136170735,-2.761262930714143,-4.073259901133289,0.6299925709016834,0.11834308262749373,0.6085601135563585,-1.2933851477996767,1
B0000006P9,2.9800433255664336,5.520346345121415,10.109607575731287,-1.8955746827622169,-5.18371420776993,-1.416489816879352,1.9037683304773931,0.7405192122825622,-1.1861882590500676,-3.5308687858752505,1
B0000006QO,2.090590176818225,3.231696528931415,6.563214515319286,-4.436554044950549,-2.0726436494097573,-2.91151546655336,1.0956642646800319,1.969219837677897,-0.42071596948391266,-0.7175818471252553,1
