asin,Component_1,Component_2,bias
B0000008OF,3.198184679291465,2.727236165317245,1
B0000008SX,4.041859803042551,0.09083365010797129,1
B000000946,-1.8629486526627634,4.856123226993388,1
B0000008ZY,-0.4997306388071708,6.680930310865462,1
B0000009AC,-2.1072090844874807,3.6848341949885235,1
B0000009AN,-3.7601735099010973,-1.5407113311161267,1
B0000009OU,-4.228310949281278,3.8124940602014763,1
B0000009QN,-5.473277807131924,-2.38948272786094,1
B0000009QM,-5.473277807131925,-2.389482727860941,1
B0000009QY,-6.121172698898373,-2.7258130239208023,1
B0000009R2,3.0059174528855865,-1.6881063062970696,1
B0000009QO,-5.473277807131923,-2.38948272786094,1
B0000009UX,-3.0874640841690026,4.122955426326744,1
B0000009UZ,-4.594413067729938,0.38487118991152613,1
B0000009UW,-3.955792068804295,4.697916258636788,1
B0000009WH,-4.14193706222232,5.932873464519855,1
B0000009UL,-9.270809479053373,-3.453770331604413,1
B0000009V1,-6.32116005417833,0.6410342484370141,1
B0000009UT,-4.80544564806608,3.3915784892360845,1
B0000009XZ,6.370392594363366,1.3780355902908843,1
B0000009YA,6.586124965139627,2.480719283208974,1
B0000009YB,5.166919069748808,2.0377732043090244,1
B0000009QT,-0.7447535870605728,2.8024652447881415,1
B000000A10,6.254636991204497,0.17185465709181458,1
B000000A42,-3.7601735099010964,-1.5407113311161271,1
B000000A0X,5.123177804021313,0.45858801468894617,1
B000000A0L,5.123177804021314,0.45858801468894617,1
B000000A1K,6.247852915316889,1.2047602895077976,1
B000000BE3,-6.86426530649494,-5.730756622824562,1
B000000BTN,5.080446705914189,2.3396617816921563,1
B000000CGZ,8.648927751576144,-2.265233466056492,1
B000000CMP,4.530656664112209,-0.15540752941387748,1
B000000CYO,0.6693909833978093,2.476497000553351,1
B000000DAY,-4.692548558445614,1.9761147405275787,1
B000000DAO,-4.391070635086629,1.8468378223730726,1
B000000D4B,-4.975412509479275,1.054508569400834,1
B000000DB4,-5.094093093988921,2.586010520643021,1
B000000DBM,4.1672999723889745,2.848840140692415,1
B000000D1V,-6.05318813266192,1.4900983656676554,1
B000000D7C,-5.450529569323048,2.76108289038865,1
B000000DAW,-4.515663341249014,1.9002014343086835,1
B000000DAQ,-4.3910706350866295,1.846837822373072,1
B000000DH2,-1.4447035745000358,4.200494591968431,1
B000000DAS,-4.516007074397866,1.9004302719996717,1
B000000D7E,-5.450529569323048,2.761082890388651,1
B000000EBH,7.786210266357639,-5.143638645765943,1
B000000EB9,-5.019014600311868,2.4399846128271885,1
B000000ECP,-4.427495890786534,4.517337740205562,1
B000000EDW,-0.15556466445495606,4.520847815112331,1
B000000EE2,-0.15556466445495598,4.52084781511233,1
B000000EE4,-0.1555646644549551,4.520847815112332,1
B000000EGO,-3.40108647737866,4.33577811528427,1
B000000EF8,-3.30313605935931,5.134839045761912,1
B000000EGI,-5.019014600311867,2.4399846128271885,1
B000000ECX,-4.427495890786532,4.517337740205562,1
B000000EFC,-4.975412509479275,1.0545085694008345,1
B000000EJX,6.7158551665603605,-4.416172050933771,1
B000000EK3,-4.275738130882056,4.980809443521856,1
B000000EKW,-4.427495890786533,4.517337740205562,1
B000000EN4,-3.3897346114075284,5.062722675313865,1
B000000EMD,-5.3974552398090605,2.3175064798947416,1
B000000EK0,-5.019014600311868,2.439984612827189,1
B000000EMI,-2.8075916240279004,4.361936445568986,1
B000000EKM,-4.157097340615826,3.8280403640314327,1
B000000EO1,-5.397455239809063,2.3175064798947425,1
B000000EVY,-3.5997479110561046,3.3237197872774726,1
B000000EXB,-3.553817705685459,1.2563478008879347,1
B000000EZ6,-4.655490410787344,2.2514710724400278,1
B000000EG6,-6.168241232538091,1.3221464655361146,1
B000000EYL,-4.655490410787342,2.2514710724400286,1
B000000EYS,-5.173263260950428,0.2665647851447586,1
B000000EW1,-2.3741606876364285,5.2121241237062526,1
B000000EYE,-3.6224082711149213,3.602299282425958,1
B000000EXO,-3.7220621505059737,4.648947352649607,1
B000000EZ3,-5.397455239809061,2.317506479894742,1
B000000EYT,-5.3974552398090605,2.317506479894742,1
B000000EUU,-2.8600399945177997,-2.5780598817152245,1
B000000EZ2,-5.029600650722572,2.4467635522987194,1
B000000EYP,-5.397455239809062,2.3175064798947416,1
B000000F1Z,-5.019014600311866,2.439984612827188,1
B000000EYY,-5.17326326095043,0.2665647851447575,1
B000000EZN,-5.173263260950429,0.2665647851447575,1
B000000EZQ,-4.655490410787344,2.251471072440028,1
B000000EZ8,-4.655490410787345,2.251471072440028,1
B000000F22,-5.173263260950429,0.26656478514475695,1
B000000F3F,-4.655490410787343,2.2514710724400273,1
B000000EYV,-5.397455239809062,2.317506479894742,1
B000000F2U,-4.655490410787343,2.2514710724400273,1
B000000F3S,-5.846841254322149,0.3382862779490381,1
B000000F06,-4.655490410787344,2.251471072440028,1
B000000EZI,-5.397455239809062,2.3175064798947416,1
B000000F5C,-4.655490410787344,2.2514710724400278,1
B000000END,-4.975412509479275,1.0545085694008351,1
B000000F1S,-4.655490410787344,2.251471072440028,1
B000000F52,-4.655490410787344,2.2514710724400273,1
B000000F2A,-4.655490410787344,2.2514710724400278,1
B000000F0R,-4.279969915709235,4.85157985400041,1
B000000F5M,-4.655490410787344,2.2514710724400278,1
B000000F5A,-5.17326326095043,0.26656478514475695,1
B000000EMO,-5.397455239809062,2.317506479894741,1
B000000F8V,-3.8682269928318176,-3.5479065810211012,1
B000000F2Q,-3.976716394213173,2.1113204763261844,1
B000000F4I,-5.17326326095043,0.26656478514475695,1
B000000F99,-3.6740940963958097,-3.162534504944774,1
B000000F8I,-3.674094096395809,-3.1625345049447713,1
B000000EYM,-5.39745523980906,2.3175064798947425,1
B000000FG5,6.334939544299256,-4.860952680936936,1
B000000FWG,9.319556177092576,-1.9558280208875394,1
B000000FWL,6.00387499238644,-7.274836770618762,1
B000000G00,4.041493102285775,3.482167983503049,1
B000000FX6,10.28276317681856,-2.210465277183219,1
B000000FYX,7.218084881060066,0.2602808434182451,1
B000000FX9,7.975829258080706,-2.5710693272754326,1
B000000FXT,9.319556177092581,-1.9558280208875383,1
B000000FXR,9.319556177092581,-1.9558280208875394,1
B000000GBG,5.452262357352074,5.392912504566497,1
B000000HHU,0.6931914382690845,-6.456794325395719,1
B000000HHI,4.6663285430847985,-4.7627782161862315,1
B000000HJO,0.6931914382690814,-6.456794325395723,1
B000000HJ5,2.066028006257169,-4.277948891159584,1
B000000HOB,0.7700615952304607,2.6572027999442343,1
B000000HLL,4.685876013814382,-0.35697813601827955,1
B000000HKV,0.6931914382690831,-6.456794325395721,1
B000000HF0,4.049254418177093,-1.0878806039717195,1
B000000HQ1,-2.433967887675784,-2.751617826305918,1
B000000HPS,-1.7547657434113095,3.6897423142400214,1
B000000HRS,-3.043292979761249,1.6368373384875623,1
B000000HT2,-2.2424882064491714,-3.977499868949113,1
B000000HRP,-3.043292979761249,1.6368373384875627,1
B000000HSU,-2.24248820644917,-3.9774998689491134,1
B000000HW3,-4.2377517238115,-1.8497618206492767,1
B000000HZI,-5.945467020536018,-0.6609211662196574,1
B000000I0D,-2.2674354912588752,2.6399083785505066,1
B000000I0G,-2.267435491258876,2.639908378550507,1
B000000I32,-2.1696382835090966,-4.62509380946659,1
B000000I2R,-2.4339678876757844,-2.751617826305918,1
B000000I0H,-2.2674354912588757,2.6399083785505075,1
B000000I34,-5.577362044574652,-1.535054575290344,1
B000000IDJ,-6.748637804475391,0.08188943824823676,1
B000000IKA,0.5367591881943989,4.283307058627715,1
B000000IMY,-5.929502417301249,-2.3547526086110278,1
B000000INL,-5.551500028283256,-0.33884441935922205,1
B000000IM1,-5.929502417301249,-2.354752608611027,1
B000000IRN,5.043918435702018,9.43987406358753,1
B000000ISE,-4.3023596669115385,2.4324736096617636,1
B000000IIQ,-2.2245392970350975,-5.613116292799255,1
B000000J1Q,-6.489610990757393,-2.4500123892448964,1
B000000IS5,1.3640362675360878,3.2895078501725417,1
B000000JKM,1.1324938600434813,1.269024554378717,1
B000000MAL,10.200841334530253,0.47474609700982945,1
B000000M4K,-6.3491979074249825,-1.2965426185405255,1
B000000MAS,10.889598665343442,0.4908109796228075,1
B000000N8Z,6.725213836895966,0.2002953942953756,1
B000000NN1,-2.3719806884295433,3.4369544668544485,1
B000000NMZ,-2.3457963751759046,2.7354927005527725,1
B000000OB7,-3.4189174268222393,-1.9722342185266062,1
B000000OJR,4.096953964105733,-0.5471342480469321,1
B000000OIH,4.734695759714536,0.027868364856007483,1
B000000OJB,5.686007188391553,1.2763252558005855,1
B000000OMB,-4.664945211513501,2.196454962375725,1
B000000OOE,-5.032129144503242,-0.37007174236227425,1
B000000OPK,-8.194402286181319,-3.2506239658977027,1
B000000OIF,5.7955535766730595,1.2990586414908913,1
B000000ORH,-0.046027576719708786,3.785525740597585,1
B000000OPC,-3.3559477508529687,6.478263485160593,1
B000000ORL,-1.8614669712334915,5.783078760265571,1
B000000OPZ,-5.793942653808818,4.271698673822628,1
B000000OQS,-1.7741124853690418,6.280990075550076,1
B000000ORX,-1.7741124853690424,6.280990075550078,1
B000000OQL,-3.0576320533438257,3.873127878194046,1
B000000ORE,-6.16544190199265,3.56156828489289,1
B000000OPM,-8.728363915505092,-3.4685648140389143,1
B000000ORJ,5.654848265217495,5.8553681994878986,1
B000000OT3,-6.165441901992646,3.5615682848928913,1
B000000OT5,-8.791500363381338,-3.4519371818427884,1
B000000OTG,-2.0226732639220706,7.116181616082372,1
B000000OQW,-5.460769411951671,1.5995506408844749,1
B000000OSL,-2.239605306054433,6.921980220970812,1
B000000OQ5,-6.16544190199265,3.56156828489289,1
B000000OVC,-3.996992677570181,0.37863349850442357,1
B000000OUS,-6.16544190199265,3.5615682848928905,1
B000000OUJ,3.837622345218399,-7.581300997163774,1
B000000ORB,-3.3559477508529687,6.478263485160593,1
B000000OSU,-0.6186392436662193,5.591273248997912,1
B000000OXD,-2.8314717908989007,1.3890031543903427,1
B000000OU9,-2.244749795426841,3.0404461804737393,1
B000000OWM,-3.108829913841017,-3.0398870247767316,1
B000000OME,-1.774112485369041,6.2809900755500765,1
B000000OXE,-5.384716483296964,-5.188172624476017,1
B000000OYT,-1.519097319138194,4.78571028040768,1
B000000OYK,-0.04602757671970926,3.7855257405975844,1
B000000OXT,-2.2729495049242616,5.2022305174201,1
B000000OYM,-3.84688121058672,-6.362873948313288,1
B000000P0N,-3.5556731830570145,0.3266247104038203,1
B000000OUU,-3.6534984153165335,5.680252463690057,1
B000000OWT,0.3028174258003164,2.7753927147030693,1
B000000P08,-1.519097319138194,4.7857102804076765,1
B000000OWW,-5.637143427712237,-2.7157343779208847,1
B000000OYB,-5.384716483296964,-5.18817262447602,1
B000000P0W,-4.189690683277735,-4.592789978273141,1
B000000OYQ,-4.433367870759408,5.73202509381785,1
B000000P0G,-5.736806201903269,-3.96537505321271,1
B000000PRS,-0.670520297673536,7.443995533797487,1
B000000QGJ,-5.050970390295802,-1.552613353287018,1
B000000QN9,6.718465798153935,-4.413481031768265,1
B000000QP5,10.200841334530256,0.4747460970098305,1
B000000QPM,9.31955617709258,-1.9558280208875372,1
B000000TDH,-5.437078286015189,-1.8808423644139907,1
B000000UN4,1.7931886321780928,-4.103512427741399,1
B000000UU3,4.383760537110528,0.6228667418727679,1
B000000V0M,-2.285779946837749,3.214281144155014,1
B000000V5O,0.478017966356923,4.076150500868865,1
B000000VC2,4.157170361205176,0.3328059143490481,1
B000000V5V,-0.0332321454250484,4.529148382463524,1
B000000V4G,-4.367641649038506,1.9780442306260868,1
B000000W2X,3.720054549793684,4.712904564513539,1
B000000W2Z,3.4848068414548936,-6.855059402053632,1
B000000W54,-2.28183290072981,3.208970976124825,1
B000000W78,5.474863373034821,-0.46183635367668047,1
B000000W6X,2.7158417330168807,-2.884509979468887,1
B000000W7W,4.7908665618102315,-7.68855376373406,1
B000000W8J,8.964099844825872,-2.4447190053902537,1
B000000W80,4.790866561810228,-7.68855376373406,1
B000000W7O,4.790866561810229,-7.68855376373406,1
B000000W98,0.693191438269082,-6.456794325395723,1
B000000W6K,5.4748633730348235,-0.4618363536766799,1
B000000WA0,4.790866561810228,-7.6885537637340615,1
B000000WBB,8.899129986493934,-4.155985070042268,1
B000000WAP,1.4961831388697453,-6.432401435277001,1
B000000WAU,-0.33482225581954833,4.74547368899851,1
B000000WBR,-5.579609502050187,-0.5036804639423041,1
B000000WCT,-0.21811181705408716,-2.927097377398061,1
B000000WF5,0.6931914382690836,-6.456794325395722,1
B000000WFH,4.79086656181023,-7.688553763734058,1
B000000WEL,-0.3264469969397276,4.8263951990676075,1
B000000WGX,4.411755860845123,-1.1043567432960073,1
B000000WFS,8.94568120657469,-1.068986770786479,1
B000000WGZ,-4.5135162040141585,-1.3484229425294225,1
B000000WCV,2.392823586284554,-4.074775628741175,1
B000000WHB,4.530656664112209,-0.15540752941387748,1
B000000WGN,-2.9809950347855483,1.7356431073193979,1
B000000WHW,-3.4769825293744008,4.3168586297369,1
B000000WIQ,8.324583102499561,2.5352526768786046,1
B000000WGP,5.84333710484255,2.6203419030288493,1
B000000WGF,4.448288034018697,-0.4621609648661392,1
B000000WIJ,1.6967961002598695,-6.226552883738208,1
B000000WHD,1.9974873168520422,-5.420312712156433,1
B000000WJ5,1.1546559144997295,-2.3768493589671915,1
B000000WJA,-3.74227454904568,4.551067957777451,1
B000000WH4,-1.0537802474259512,5.523327010366971,1
B000000WJ8,7.662090032108771,-5.05235868746809,1
B000000WZ4,-0.5142746112357804,-2.8753181286533547,1
B000000WZG,-5.0157560669987715,-3.355548074451231,1
B000000XD1,3.768427278766503,-2.897081886066854,1
B000000XDR,-1.6781053681293536,5.275862091443023,1
B000000XE6,7.403627288883807,5.243213006691862,1
B000000XF2,8.055139727403084,-5.3192970087391975,1
B000000XFC,8.066969094827531,-5.334351764831673,1
B000000XFS,3.454259279422739,3.90753092412062,1
B000000XJ9,1.8003466626869808,4.192383629866762,1
B000000XNJ,3.6327832796373682,4.839185118762807,1
B000000XT5,4.676033961220282,4.064483996858552,1
B000000XUM,4.0095662757563115,5.656194605958218,1
B000000XU2,2.7000868836776504,5.076292862860822,1
B000000XNM,2.307977299267005,2.5099856526406126,1
B000000XYB,7.6620900321087735,-5.052358687468089,1
B000000Y0G,2.3488315185936464,4.523080463811937,1
B000000XWG,4.676033961220284,4.064483996858555,1
B000000Y24,4.676033961220282,4.064483996858555,1
B000000Y1H,2.9885955106414,5.004880465883853,1
B000000Y2R,3.2347483830509884,5.2180044576858835,1
B000000Y1M,1.3640362675360873,3.289507850172541,1
B000000Y1B,2.9885955106414013,5.004880465883856,1
B000000XZK,6.717686715828119,-4.417987885198241,1
B000000Y2C,1.5891842246544134,3.831935740671089,1
B000000Y45,2.9885955106414013,5.004880465883856,1
B000000Y65,4.676033961220284,4.064483996858554,1
B000000Y1W,4.676033961220284,4.064483996858554,1
B000000Y1E,2.3488315185936486,4.523080463811938,1
B000000Y5M,1.6102566906295734,3.738751989299332,1
B000000Y5Y,2.4787762177868866,3.0109500339875477,1
B000000Y52,2.9885955106414013,5.004880465883856,1
B000000YDT,1.364036267536088,3.289507850172541,1
B000000YES,5.164359481521058,2.6554575764063637,1
B000000YCF,4.6760339612202815,4.064483996858552,1
B000000YAR,4.676033961220282,4.064483996858554,1
B000000YAL,1.364036267536088,3.2895078501725417,1
B000000YCZ,2.988595510641401,5.004880465883856,1
B000000Y4S,1.3640362675360889,3.289507850172541,1
B000000YD3,5.164359481521058,2.6554575764063646,1
B000000Y84,3.0812152100728167,3.8296652089737098,1
B000000Y6E,4.768122831575141,4.935643111399363,1
B000000YFD,3.989892898377409,5.837534034134462,1
B000000YFS,3.3653523851453575,3.5728322933078775,1
B000000YFH,4.048170761588261,5.968339855482959,1
B000000YGZ,2.0472588047601916,4.1199135275394,1
B000000YG5,2.9885955106414013,5.004880465883855,1
B000000YIQ,2.9885955106414,5.004880465883855,1
B000000YDR,4.676033961220283,4.064483996858554,1
B000000YJM,1.3640362675360884,3.2895078501725417,1
B000000YJ1,1.3640362675360889,3.289507850172541,1
B000000YKB,4.676033961220283,4.064483996858555,1
B000000YFK,3.4191359269912978,4.289930583879322,1
B000000YNA,1.364036267536088,3.2895078501725417,1
B000000YO1,4.676033961220285,4.064483996858554,1
B000000YPQ,4.225798739899278,3.526247405507319,1
B000000YRE,3.3653523851453575,3.5728322933078758,1
B000000YOU,3.7617467698388007,4.508475239483704,1
B000000YUJ,3.8877918018571758,5.820290215744719,1
B000000YUG,3.8877918018571758,5.820290215744716,1
B000000YJK,5.476319651720541,5.021788091843715,1
B000000YWT,4.676033961220283,4.064483996858555,1
B000000YZR,4.774410148186929,4.939892126518176,1
B000000Z0R,4.799037189697764,2.3802556575967695,1
B000000YZU,4.6760339612202815,4.064483996858552,1
B000000YZL,4.676033961220282,4.064483996858554,1
B000000Z1Z,3.631695330940539,3.86939192982213,1
B000000Z13,4.676033961220282,4.064483996858554,1
B000000Z3B,4.676033961220281,4.064483996858554,1
B000000Z3R,4.676033961220284,4.064483996858555,1
B000000Z3Y,3.332464799869151,4.567992497610042,1
B000000Z35,1.3640362675360866,3.2895078501725403,1
B000000Z3U,6.119014782574539,5.922825234779505,1
B000000Z0G,2.8463736139122147,3.1592196856350125,1
B000000ZD9,4.676033961220282,4.064483996858555,1
B000000ZCZ,6.9057583087548435,3.854451937095635,1
B000000ZCY,3.8877918018571758,5.820290215744715,1
B000000ZDP,4.453359009149532,3.6408520095581767,1
B000000ZE0,4.676033961220282,4.064483996858553,1
B000000ZF1,4.676033961220282,4.064483996858554,1
B000000ZEM,4.676033961220282,4.064483996858554,1
B000000ZE2,4.676033961220284,4.064483996858555,1
B000000ZHD,4.811217846176378,1.9289026948862227,1
B000000ZHM,4.9241988209006635,3.1526529617147077,1
B000000ZGF,3.9362557812813597,2.831184867872521,1
B000000ZGT,4.176642115620244,2.836585573532467,1
B000000ZHQ,6.016054453121252,2.4454129305923713,1
B000000ZHO,7.208122686199127,-3.9397994234599025,1
B000000ZGO,4.636166273506826,3.024090177662704,1
B000000ZKD,6.689055896035279,3.9744201716935526,1
B000000ZEB,4.676033961220283,4.064483996858556,1
B000000ZLL,4.8554346278089495,2.9006099945892294,1
B000000ZJF,7.423063751555842,1.7170129119969193,1
B000000ZFH,3.8650862302417743,2.577011758372345,1
B000000ZID,6.254636991204494,0.17185465709181566,1
B000000ZGK,5.911921463458138,2.956052294790608,1
B000000ZLT,4.67651990775346,3.172689224629271,1
B000000ZMS,5.494071662674186,2.7702047255960927,1
B000000ZMF,4.811217846176376,1.9289026948862211,1
B000000ZN5,5.911921463458138,2.9560522947906085,1
B000000ZN4,6.339539508822994,3.4269443756956353,1
B000000ZKJ,4.724190191370535,2.9012727120750443,1
B000001031,6.00387499238644,-7.274836770618762,1
B000001166,-3.018780500627507,-1.7532230971743497,1
B0000011C1,-3.350165419987132,1.9792902614357615,1
B0000011CU,5.7201428994464765,1.7170210046408798,1
B0000011GU,-3.4833640392714678,1.8653989807396227,1
B0000011MD,6.370392594363369,1.3780355902908843,1
B0000011N5,-6.275631666271532,3.684265214037435,1
B0000011P7,-2.0762023465630084,2.4219622893505415,1
B0000011X5,-2.258344445361591,4.120363507423153,1
B0000011XM,-4.550247937654009,1.572029452989819,1
B0000011WE,-2.6938703584314427,2.7620237544714765,1
B00000127G,3.651586747367774,3.917461139663041,1
B0000012T3,6.815584481634641,0.7269166243613734,1
B00000131M,-4.157097340615829,3.828040364031432,1
B0000013GB,10.889044009540282,0.49077144681925344,1
B0000013GT,5.599262615528405,-8.25582225539122,1
B0000013GH,3.95009357920626,3.8619174716587468,1
B0000013G5,4.775002114269229,3.126749972612159,1
B0000013GL,6.859144029803566,3.350830455133256,1
B00000163G,5.379781008545732,-2.8087821143272005,1
B00000175R,4.677499956814509,-5.45203919887352,1
B0000017AP,5.433681530183718,3.163753863695224,1
B00000181E,4.835351482413005,5.503912789163774,1
B0000018AU,-4.679835607395096,0.12878555387647558,1
B00000189I,-7.412156353369516,-2.348861253584203,1
B0000019H4,-7.883160433952924,-2.242619277636189,1
B0000019GE,-7.839847962141761,-3.6285716852731404,1
B0000019G5,-4.615060960611737,-3.2111967460231003,1
B0000019GB,-7.839847962141764,-3.6285716852731396,1
B0000019GG,-6.801784191954965,-3.261553684026947,1
B0000019H6,-6.731730332187531,-2.1874990198384343,1
B0000019K2,-5.374117282013793,-1.135863256020604,1
B0000019HQ,-7.287915358556516,-3.2959234642537973,1
B0000019IM,-7.883160433952928,-2.242619277636189,1
