asin,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,bias
B00000028M,0.38501157629409527,0.37335463026606003,-0.3117596464075742,-0.6460733607046374,-0.34167558562499156,1.5819562616960436,-0.48647916682002507,0.6112876464123136,0.24183188122333577,0.05075160468123575,1
B000000275,0.38501157629409527,0.37335463026606003,-0.3117596464075742,-0.6460733607046374,-0.34167558562499156,1.5819562616960436,-0.48647916682002507,0.6112876464123136,0.24183188122333577,0.05075160468123575,1
B0000002HZ,0.38501157629409527,0.37335463026606003,-0.3117596464075742,-0.6460733607046374,-0.34167558562499156,1.5819562616960436,-0.48647916682002507,0.6112876464123136,0.24183188122333577,0.05075160468123575,1
B0000002IK,0.38501157629409527,0.37335463026606003,-0.3117596464075742,-0.6460733607046374,-0.34167558562499156,1.5819562616960436,-0.48647916682002507,0.6112876464123136,0.24183188122333577,0.05075160468123575,1
B0000002KB,0.38501157629409527,0.37335463026606003,-0.3117596464075742,-0.6460733607046374,-0.34167558562499156,1.5819562616960436,-0.48647916682002507,0.6112876464123136,0.24183188122333577,0.05075160468123575,1
B0000002J9,0.38501157629409527,0.37335463026606003,-0.3117596464075742,-0.6460733607046374,-0.34167558562499156,1.5819562616960436,-0.48647916682002507,0.6112876464123136,0.24183188122333577,0.05075160468123575,1
B0000002ME,0.38501157629409527,0.37335463026606003,-0.3117596464075742,-0.6460733607046374,-0.34167558562499156,1.5819562616960436,-0.48647916682002507,0.6112876464123136,0.24183188122333577,0.05075160468123575,1
B0000002LZ,0.37119954863254484,0.38797998680524876,-0.326715639463712,-0.6487242134498216,-0.3543579969334969,1.651968373609391,-0.5417491121305984,0.6502327885666485,0.2591487921914212,0.022034285695865106,1
B0000002O5,0.38501157629409527,0.37335463026606003,-0.3117596464075742,-0.6460733607046374,-0.34167558562499156,1.5819562616960436,-0.48647916682002507,0.6112876464123136,0.24183188122333577,0.05075160468123575,1
B0000002VJ,0.5590983669807255,0.17479452881373853,0.1053918882586356,-0.1622220296809369,-0.35575954755256695,0.7069756560277959,-0.14864844936837407,0.28316533317000503,0.146365530548409,0.09119219163240863,1
B0000002VS,0.5791010496275562,0.1898974863340054,0.14445079452665638,-0.11368742158352096,-0.36858668002221595,0.7150933836568845,-0.1524718320897154,0.3022592028066008,0.16128850521926974,0.1279649696604006,1
B0000002W7,1.1246425029978826,0.18406580566876862,0.9183995438164814,0.3846098837193058,-0.9154484935433659,-0.2103352809670312,-0.031701553134006744,-0.09159215726638013,-0.37065765538285916,-0.199753862862714,1
B0000002WK,0.992479225979415,0.06354437396796982,0.814059446182223,0.7790558079805473,-0.4257979601631759,0.09775822242376783,-0.028653238261848943,0.18267016961565277,0.15114405202815898,0.24553401247872053,1
B0000002ZQ,0.9855463652102975,-0.020537741712278245,0.8017143839830432,0.6844429772482238,-0.4066736655584355,0.11818901766692577,-0.03673706909911481,0.21985748911053984,0.14622068108635042,-0.008423750294510715,1
B0000002V5,0.5161601941318659,0.13035276262262457,0.11720676942107632,-0.005038259758990251,-0.2638960984129967,0.33032454524315996,-0.06406273092775766,0.08850184002008042,-0.019563150262287093,0.12144330610382047,1
B00000030W,0.49864149306057765,0.11557414431147037,0.09911378547017387,-0.020843871288731372,-0.23328907045585556,0.29249350692183174,-0.06544188880641479,0.07093289350868459,-0.025810217351459313,0.10050272857062012,1
B0000002VC,0.7886758395455412,0.5617479880867149,0.5205186054455982,1.2065900007118724,-0.18796925584882113,-0.11798584470324633,-0.6815794860352816,0.3416760373455863,0.01714349356962579,-0.2811478719427449,1
B0000002JR,0.38501157629409527,0.37335463026606003,-0.3117596464075742,-0.6460733607046374,-0.34167558562499156,1.5819562616960436,-0.48647916682002507,0.6112876464123136,0.24183188122333577,0.05075160468123575,1
B0000002YU,1.0467451167663226,0.04202401245016763,0.8038897390647348,0.5389828491356239,-0.5308785643613388,0.543451556322705,-0.12783343578886197,0.4378032567498015,0.3159298435627749,-0.020358889196697132,1
B0000002Y1,0.9949596220962144,-0.012463377617125328,0.8079810025110554,0.6894586001988894,-0.4232004855210962,0.1448919793919391,-0.043925285864836086,0.2347800434327985,0.14719187343125015,-0.0012088081452348118,1
B000000346,0.1882859498981147,0.8408476070249566,-0.38410697616815076,-0.053054673289597176,-0.2037619262117988,-0.28645015045493327,-0.6651994202529826,-0.16250840947548348,-0.5598504007412353,-0.3425367430993561,1
B000000338,0.235917327297971,0.9318395476770067,-0.2850559464667736,-0.7408656582060568,-0.3427051797440616,-0.44362964721828,-0.36968950113141685,0.6245374241437942,0.6050512748905282,-0.32959537934657324,1
B0000003E5,0.24757574662119974,0.36467814641979834,-0.14274851076699294,-0.5738081319102036,-0.0952055964615565,-0.3482580179528748,0.07568819171176859,0.38792050026545627,0.6326922982457136,0.1039186431271974,1
B0000003KH,-1.2738931673136502,-0.42035416615120996,0.175891593095976,-0.4471782065143165,-0.4599991764777963,-0.6839276782410505,-0.10252293526357599,0.19413194766930897,1.123948687143908,0.03654257598877753,1
B0000003JZ,-1.120575792000258,0.5310169918495059,-0.33241011900698136,0.6915310294886623,0.27324429983677634,-0.4145597409346177,-0.6099251545385055,0.4433359034807089,-0.6501789467218605,-0.18382955527687134,1
B0000003JD,-1.120575792000258,0.5310169918495059,-0.33241011900698136,0.6915310294886623,0.27324429983677634,-0.4145597409346177,-0.6099251545385055,0.4433359034807089,-0.6501789467218605,-0.18382955527687134,1
B0000003JR,-0.2210371640668413,0.43742532224166814,-0.2593766985889948,0.1538178532754129,0.06563564921193168,0.38639501164228773,0.5259934261389131,-0.28513401922085085,0.06994425468806327,0.04014696445809424,1
B0000003MB,0.31766439473090047,0.27227139442463955,-0.24334785486030946,-0.3719537472441564,-0.17828498574698326,0.8054577810737898,-0.26246102021477213,0.21688131947138406,-0.00040333582724689154,0.06176051670404061,1
B0000003F6,0.3797058563550499,0.3560517988286428,-0.2973031383986461,-0.6212733982184476,-0.32456916956476844,1.4885262444258236,-0.4420802848493196,0.5582459431999262,0.22802413959656714,0.05026374765727997,1
B0000003JV,-0.19205495303835737,-0.12297253336102763,-0.0733781985960186,-0.5953888497979245,-0.3181453287803206,1.230374185693262,-0.26441622870447623,0.902935061785489,-0.1732608973694967,0.08672750888520903,1
B0000003JN,-0.2754857305772895,0.4978360216144678,-0.3084285210325616,0.23911620183810603,0.12715582266793668,0.020775488272487243,-0.07846167687370215,-0.07263880201735447,-0.17110112380956827,-0.07330422124329339,1
B0000003T4,0.05571379004474865,0.8337584927936008,-0.5336219589784889,0.2946086039195186,0.19458443729435995,-0.09455933026298785,-0.8642563084967164,0.08698895146639925,-0.2916620864767558,-0.3434132304488495,1
B0000003TK,-0.4231325874749768,0.9226344654969442,-0.548412551896849,0.5755240146778052,0.29560349326407415,-0.16886330680947007,-0.5902133514693495,0.0375381398350886,-0.2646820736012257,-0.3449039112799779,1
B0000003KJ,-1.120575792000258,0.5310169918495059,-0.33241011900698136,0.6915310294886623,0.27324429983677634,-0.4145597409346177,-0.6099251545385055,0.4433359034807089,-0.6501789467218605,-0.18382955527687134,1
B0000003S0,0.38119797415720746,0.3758887540652391,-0.3114647669157505,-0.6300521535020166,-0.3312564888997396,1.5480711069035693,-0.47172749424588445,0.5938914210017479,0.24059580130075686,0.0472074613357441,1
B0000003RR,0.05571379004474865,0.8337584927936008,-0.5336219589784889,0.2946086039195186,0.19458443729435995,-0.09455933026298785,-0.8642563084967164,0.08698895146639925,-0.2916620864767558,-0.3434132304488495,1
B0000003WK,0.058843310830268,1.0028387830618757,-0.6585563511520885,0.20187411812421452,0.10546390394054796,0.5428239570243621,-1.1206046504969602,0.4003851385716732,-0.16352969983491994,-0.3511669063437058,1
B0000003RV,0.06651138553287347,0.7803735411227951,-0.5026356117357438,0.2620974185779441,0.17846091556956942,-0.08589695355433861,-0.7945277441266314,0.06277344753617665,-0.2771310279820242,-0.30451573118952896,1
B0000004C7,0.9855463652102975,-0.020537741712278245,0.8017143839830432,0.6844429772482238,-0.4066736655584355,0.11818901766692577,-0.03673706909911481,0.21985748911053984,0.14622068108635042,-0.008423750294510715,1
B0000004NF,0.886916078589043,-0.7774000746953978,-1.1400126118512668,-0.03711235082836316,0.14438058845906898,-0.12957270308627122,-0.015141240121932582,-0.03553119595013082,-0.044556273838898625,0.07073400101673832,1
B0000004BK,1.0259974476738534,0.02561009424229701,0.7784672894516373,0.5171349749588027,-0.4949464465488099,0.5070113945186484,-0.1300753334625054,0.41706357297416413,0.3099203671191894,-0.04235101253063529,1
B0000004QQ,-0.2100799668977233,0.3810687676033206,-0.2282890633726244,0.10704374973703852,0.043013239828947974,0.3799638904652368,0.5470784999936893,-0.2931887415172223,0.0894134663652961,0.038468747546167296,1
B0000004UU,1.6560734303447697,-1.0806176305108517,-0.3935481784260571,0.9847262763593142,-0.13917065299579465,-0.298521806315869,-0.01752487668648617,0.2642321049898102,0.24122167738955133,-0.0009396120039889863,1
B0000004X3,0.20056426369379313,-0.41267968833281576,-0.885078126713406,0.21444175536075955,0.2184991488978965,-0.01928431779924979,0.605849828242928,-0.1970813611276467,-0.014320241975207608,-0.3321742492003645,1
B0000004VW,1.0506167835859097,0.06803927985213389,1.276595578595822,0.2673938220442363,0.7020587919796039,-0.04951362668284274,-0.1759867414752613,-0.11435874666108549,0.056998781119058005,0.25559047686993497,1
B0000004VK,1.08183515272332,0.08589839964251458,1.1294308454156725,0.7130524761447818,0.05891903777996153,0.015186178773479908,-0.07515023305260607,0.18326463252791908,0.09935551521821495,0.32372424912659,1
B0000004XH,0.5361396038836297,0.1427778597008238,0.16398646319075053,0.05071366442262884,-0.27599449294888634,0.32544035154701334,-0.05844325494215605,0.1038592672058042,-0.0016437101711820592,0.157379454234024,1
B0000004UM,0.9433425614387356,-0.8708860425951169,-1.2503379145087878,-0.01949543668048133,0.17254550014897505,-0.16730605391491435,-0.017383681970757254,-0.03480764746623645,-0.04807096630480258,0.0891481945190422,1
B0000004UO,0.9953952587791842,-0.9474431671911594,-1.3335442128097672,0.017653968152191234,0.17300882580364124,-0.19612063731029564,-0.01639763808908047,-0.015681317597561164,-0.0228885845238455,0.07856415455515117,1
B0000004VN,1.08183515272332,0.08589839964251458,1.1294308454156725,0.7130524761447818,0.05891903777996153,0.015186178773479908,-0.07515023305260607,0.18326463252791908,0.09935551521821495,0.32372424912659,1
B0000004TW,-0.7959385817809161,0.07141909310977311,0.3244703136893035,-0.5423441298356985,0.729300091902322,-0.8300306221060231,0.652228348137388,1.4209532192939864,0.38458050586754794,-0.02547609797537723,1
B00000050R,1.6560734303447697,-1.0806176305108517,-0.3935481784260571,0.9847262763593142,-0.13917065299579465,-0.298521806315869,-0.01752487668648617,0.2642321049898102,0.24122167738955133,-0.0009396120039889863,1
B0000004X1,0.9433425614387356,-0.8708860425951169,-1.2503379145087878,-0.01949543668048133,0.17254550014897505,-0.16730605391491435,-0.017383681970757254,-0.03480764746623645,-0.04807096630480258,0.0891481945190422,1
B0000004YH,1.6100156627857465,-1.0148590131096054,-0.32020898203679315,0.9496368346835208,-0.1345405468138061,-0.2750890697871522,-0.018084980801516996,0.2455669617814453,0.21460567457887442,0.009892561030042645,1
B000000509,0.9373476316573115,-0.8600875354003205,-1.240470812597071,-0.021555399837361894,0.16745206831232,-0.16192420704824967,-0.017809621737403847,-0.035268834126546245,-0.04663734527508286,0.08890006144890161,1
B00000051K,0.9434958615933653,-0.8632846240957459,-1.2281818152116486,-2.5935926921052942e-05,0.15355862139162846,-0.16695794432424532,-0.015412158211070996,-0.019217427318951045,-0.02630104149799357,0.06137482438255871,1
B00000050T,1.2638605432271712,-0.6392993074337852,-0.0362481024243513,0.6627166988775302,-0.10663473590911085,-0.16944111246101717,-0.012205602213788367,0.1322006883241164,0.1220868198125005,-0.025091146375973053,1
B00000050N,0.7871506282679236,-0.49726733547866575,-0.9132703934919973,-0.2721869715595116,-0.023060390463332543,0.3688795919513274,-0.12607237599763124,0.16750467617698717,0.10847680480742287,0.06766436148602492,1
B00000052P,0.9434958615933653,-0.8632846240957459,-1.2281818152116486,-2.5935926921052942e-05,0.15355862139162846,-0.16695794432424532,-0.015412158211070996,-0.019217427318951045,-0.02630104149799357,0.06137482438255871,1
B00000051G,1.2985259157654292,-0.9615949113445454,-0.7519256973239768,0.47591197043198236,-0.0234187850946221,-0.28786299042791974,0.029102946928828338,0.07117634230977038,0.034096539331904194,-0.1878823610580613,1
B000000548,1.590925339113964,-0.788465277836029,0.5460222473298352,0.5006425680272347,0.7527784636603193,-0.2830198711169687,-0.15046418932559952,0.01968914404064915,0.1720207466593748,-0.051391605460873825,1
B000000518,1.4032762864889965,-0.3879370521382638,1.078278974864751,0.49427976825626685,0.62437990580205,-0.11629259110572315,-0.17494924236487114,0.050812028527954314,0.18809591699079328,0.0029324209538837223,1
B0000004ZO,1.599493647340448,-0.9947330811105032,-0.30537897506567585,0.9476398614578722,-0.14834868592835396,-0.261136565077895,-0.017253958597347557,0.2479183363586304,0.22296644504864643,0.008419564630190743,1
B00000052Y,0.9373476316573115,-0.8600875354003205,-1.240470812597071,-0.021555399837361894,0.16745206831232,-0.16192420704824967,-0.017809621737403847,-0.035268834126546245,-0.04663734527508286,0.08890006144890161,1
B00000053Q,1.599493647340448,-0.9947330811105032,-0.30537897506567585,0.9476398614578722,-0.14834868592835396,-0.261136565077895,-0.017253958597347557,0.2479183363586304,0.22296644504864643,0.008419564630190743,1
B00000053Y,0.24738988859076602,0.5139932599318563,-0.06250450422013289,-0.11608251654869463,0.5470558251844226,-0.04997285260886559,-0.404203607812331,-0.06737685761776645,-0.23049720460952258,0.20964431697665956,1
B00000054J,0.9434958615933653,-0.8632846240957459,-1.2281818152116486,-2.5935926921052942e-05,0.15355862139162846,-0.16695794432424532,-0.015412158211070996,-0.019217427318951045,-0.02630104149799357,0.06137482438255871,1
B00000053B,1.0659268818875787,-0.3284230888239326,0.29441162253876463,0.5648693097899612,-0.19755846797400523,-0.03631281566034522,-0.0259951278197982,0.12927315714985838,0.09945681098941768,-0.016249478062165194,1
B0000004YX,1.6101689629403757,-1.007257594610234,-0.2980528827396537,0.9691063354370807,-0.1535274255711529,-0.27474096019648314,-0.0161134570418311,0.2611571819287307,0.23637559938568303,-0.017880809106440996,1
B000000545,0.9434958615933653,-0.8632846240957459,-1.2281818152116486,-2.5935926921052942e-05,0.15355862139162846,-0.16695794432424532,-0.015412158211070996,-0.019217427318951045,-0.02630104149799357,0.06137482438255871,1
B00000054H,0.9373476316573115,-0.8600875354003205,-1.240470812597071,-0.021555399837361894,0.16745206831232,-0.16192420704824967,-0.017809621737403847,-0.035268834126546245,-0.04663734527508286,0.08890006144890161,1
B00000051V,0.8324813675363257,0.3279740239085524,0.8133947367497734,0.44172187758935794,-0.3174778641371653,-0.6818609937092205,0.1507409836761279,0.827938791368623,1.1784949809983611,0.2772711437051907,1
B00000053X,0.24738988859076602,0.5139932599318563,-0.06250450422013289,-0.11608251654869463,0.5470558251844226,-0.04997285260886559,-0.404203607812331,-0.06737685761776645,-0.23049720460952258,0.20964431697665956,1
B000000559,1.599493647340448,-0.9947330811105032,-0.30537897506567585,0.9476398614578722,-0.14834868592835396,-0.261136565077895,-0.017253958597347557,0.2479183363586304,0.22296644504864643,0.008419564630190743,1
B000000534,0.9434958615933653,-0.8632846240957459,-1.2281818152116486,-2.5935926921052942e-05,0.15355862139162846,-0.16695794432424532,-0.015412158211070996,-0.019217427318951045,-0.02630104149799357,0.06137482438255871,1
B00000054A,0.9434958615933653,-0.8632846240957459,-1.2281818152116486,-2.5935926921052942e-05,0.15355862139162846,-0.16695794432424532,-0.015412158211070996,-0.019217427318951045,-0.02630104149799357,0.06137482438255871,1
B00000053G,1.599493647340448,-0.9947330811105032,-0.30537897506567585,0.9476398614578722,-0.14834868592835396,-0.261136565077895,-0.017253958597347557,0.2479183363586304,0.22296644504864643,0.008419564630190743,1
B00000055E,1.6101689629403757,-1.007257594610234,-0.2980528827396537,0.9691063354370807,-0.1535274255711529,-0.27474096019648314,-0.0161134570418311,0.2611571819287307,0.23637559938568303,-0.017880809106440996,1
B0000004YB,1.6560734303447697,-1.0806176305108517,-0.3935481784260571,0.9847262763593142,-0.13917065299579465,-0.298521806315869,-0.01752487668648617,0.2642321049898102,0.24122167738955133,-0.0009396120039889863,1
B00000055F,1.5292316209076315,-1.0109728101525357,-0.40430732769820593,0.826438693549362,-0.11872210989397274,-0.32921985613135246,0.02883075141280207,0.1740700284966432,0.1413526906348827,-0.18824358460741006,1
B000000536,1.2985259157654292,-0.9615949113445454,-0.7519256973239768,0.47591197043198236,-0.0234187850946221,-0.28786299042791974,0.029102946928828338,0.07117634230977038,0.034096539331904194,-0.1878823610580613,1
B000000541,1.3065953380027742,-0.9795056624207046,-0.7687701913199916,0.4835703636911404,-0.013961799924842467,-0.29638807632834036,0.039941232165796745,0.07038740357023525,0.032425429738537764,-0.20248940971437424,1
B0000005GB,0.2174930405585735,0.5655157811801095,-0.41497918775176734,-0.16861868526961216,-0.08252879718297118,0.7701588503959266,-0.6235928711868002,0.32663083370756485,-0.04850290088652618,-0.11021880444608725,1
B000000504,0.9434958615933653,-0.8632846240957459,-1.2281818152116486,-2.5935926921052942e-05,0.15355862139162846,-0.16695794432424532,-0.015412158211070996,-0.019217427318951045,-0.02630104149799357,0.06137482438255871,1
B00000052I,1.2985259157654292,-0.9615949113445454,-0.7519256973239768,0.47591197043198236,-0.0234187850946221,-0.28786299042791974,0.029102946928828338,0.07117634230977038,0.034096539331904194,-0.1878823610580613,1
B00000051I,1.2985259157654292,-0.9615949113445454,-0.7519256973239768,0.47591197043198236,-0.0234187850946221,-0.28786299042791974,0.029102946928828338,0.07117634230977038,0.034096539331904194,-0.1878823610580613,1
B000000572,1.2985259157654292,-0.9615949113445454,-0.7519256973239768,0.47591197043198236,-0.0234187850946221,-0.28786299042791974,0.029102946928828338,0.07117634230977038,0.034096539331904194,-0.1878823610580613,1
B00000050J,1.2205612544972653,0.17273997630764984,1.0465578171004424,0.4826810107761047,-1.0322544724934761,-0.27198089605179016,0.0010758491478244166,-0.0994555733034359,-0.423817463089319,-0.38030497625581955,1
B00000050H,1.6051429912873634,-0.8095731176076131,0.5414667507192438,0.5298304251968334,0.748342001909407,-0.29657869429338457,-0.13722844056229885,0.03495161210870926,0.1906859408430976,-0.09352389118352983,1
B0000005PA,1.0037836710223964,-0.005095614183013641,0.8234254077288289,0.7033839351417744,-0.4382863772880091,0.15379852421283405,-0.03380485864130224,0.23940332114900476,0.15299762817232349,0.009055595376926451,1
B0000005PK,0.513568363123077,0.1264731979534072,0.12340743350559548,0.0023326056324575674,-0.2592837839164425,0.31158029741550713,-0.05193712358665326,0.08096175734325058,-0.01703660278371437,0.11630535438240507,1
B0000005P2,0.37265580184238317,0.3156726495101,-0.26750325366573957,-0.587858917693248,-0.2973047119065795,1.3099473602656582,-0.380676819214984,0.47196883394540384,0.18899780450099773,0.04962084781744379,1
B0000005S3,0.35793486472991665,0.32822218812763776,-0.28064059236189964,-0.5865643050193136,-0.307480841414313,1.3655367734151909,-0.43176786040075826,0.5038984305182723,0.20309238710390903,0.01998815810280216,1
B0000005OO,-0.47089338377356005,0.061320375615851866,0.08254324133694348,0.2450796307342168,-0.15848023826995877,0.6124737093333337,-0.03746673849634343,0.4602061611749509,-0.029181400028790383,-0.09227077769348219,1
B0000005S0,-1.0237880189639954,0.7851327372118866,-0.5432455538303477,0.675302934168655,0.2699695163909271,0.11834389969637861,-0.9874869140944965,0.448125970002772,-0.3297662534635856,-0.7205359049059374,1
B0000005XM,-0.8510048096981675,-0.3617223201434733,0.08900115226831587,-0.03848993679278816,-0.06485265488479883,0.1299132877074816,0.5226302964535794,0.534337211674892,-0.7219530670740308,0.2776446774407315,1
B0000005X6,-0.8372368519603555,-0.3464249605049964,0.08480200883777653,-0.036634237291426494,-0.05734023343734027,0.12219109422712898,0.5062038500476006,0.5113052646970011,-0.6872258699706966,0.2576574415274411,1
B0000005X7,-0.8372368519603555,-0.3464249605049964,0.08480200883777653,-0.036634237291426494,-0.05734023343734027,0.12219109422712898,0.5062038500476006,0.5113052646970011,-0.6872258699706966,0.2576574415274411,1
B0000005WT,-1.4707228679398767,-0.9250262142171732,0.251413341330094,-0.0018932914472762528,-0.37544525481853025,0.19599324965116688,0.3163446270270261,-0.06427998564669613,-0.22026460132428882,0.05949694287590907,1
B00000063K,-0.4957439700672242,1.1689599836589784,-0.6158769650290871,0.44379506062619556,0.2805544955697007,-0.5767454080132769,-0.5947131484105438,0.3124944979610988,0.20489698714260987,-0.3940887172707498,1
B00000063H,0.4389358226467829,0.695874476782766,-0.13623148267693355,-1.2737432266443647,-0.9627374847573249,-0.9823693927405777,0.08837367362714099,0.17684717045309536,0.3866707912765292,-0.008566718584012055,1
B00000064E,-1.3165890206310595,0.9648089142133559,-0.49559447197829326,0.39384684867059144,0.18452725242706536,-0.4893534686660033,-1.0082690649334256,0.9515259540035061,0.9617305346925357,-0.2670118860169146,1
B00000064F,-1.2075674507637548,0.6219419450380781,-0.3566663985829134,0.4968729059293896,0.08300895494782132,-0.6486091045936693,-0.8032932423272944,0.2535739642147611,0.29218012240356717,-0.15857958343719508,1
